,index,log2_deme,migration_rate,s_driver_birth
7999,00000F7B,3,0.1,0.4
8000,000001A8,1,0.05,1.8
8001,00001233,3,1.0,1.5
8002,00002E23,8,0.1,1.9
8003,00002F4D,8,0.25,1.0
8004,00002B3E,7,1.0,1.3
8005,000029D4,7,0.5,1.0
8006,000017E0,4,0.75,0.9
8007,00002E1F,8,0.1,2.0
8008,000005F5,1,1.0,0.8
8009,00000FAA,3,0.25,1.9
8010,000010D6,3,0.5,0.9
8011,00002141,6,0.05,0.9
8012,00000A56,2,0.5,1.6
8013,00001DDB,5,0.75,1.6
8014,0000198C,5,0.01,0.6
8015,00000C47,2,1.0,0.6
8016,0000139F,4,0.025,1.8
8017,00000763,2,0.025,1.1
8018,000011A0,3,0.75,0.9
8019,00000E1B,3,0.05,1.9
8020,00002135,6,0.05,1.0
8021,00002BDE,8,0.01,1.7
8022,00000DD3,3,0.025,0.7
8023,00002538,6,1.0,0.8
8024,00001657,4,0.25,0.9
8025,00002DAA,8,0.05,1.1
8026,00002B21,7,1.0,1.6
8027,00001A24,5,0.025,1.1
8028,0000026D,1,0.1,1.8
8029,00002C80,8,0.01,0.1
8030,000025C3,7,0.01,1.4
8031,00000EAA,3,0.05,0.5
8032,00000785,2,0.025,0.8
8033,00000920,2,0.1,0.7
8034,00001DEB,5,0.75,1.5
8035,000018DD,4,1.0,0.4
8036,00002E6F,8,0.1,1.2
8037,000013D0,4,0.025,1.3
8038,00001318,4,0.01,1.2
8039,00000193,1,0.05,2.0
8040,0000190B,5,0.01,1.9
8041,00002653,7,0.025,1.9
8042,0000132A,4,0.01,1.0
8043,00002CE8,8,0.025,1.1
8044,0000078E,2,0.025,0.7
8045,000008BD,2,0.1,1.7
8046,000012A8,3,1.0,0.3
8047,000011BE,3,0.75,0.6
8048,000012D7,4,0.01,1.8
8049,000005EC,1,1.0,0.9
8050,000017AD,4,0.75,1.4
8051,00001E1F,5,0.75,0.9
8052,00000DBE,3,0.025,0.9
8053,00003003,8,0.5,1.1
8054,000016B2,4,0.5,1.9
8055,00002A2D,7,0.5,0.1
8056,0000228A,6,0.25,1.6
8057,000031EA,8,1.0,0.3
8058,00000C95,3,0.01,1.8
8059,00000788,2,0.025,0.8
8060,0000230D,6,0.25,0.3
8061,00000FF4,3,0.25,1.2
8062,00001350,4,0.01,0.6
8063,000031CC,8,1.0,0.6
8064,000029F5,7,0.5,0.6
8065,00000925,2,0.1,0.6
8066,000021FE,6,0.1,1.0
8067,0000098B,2,0.25,1.6
8068,00002967,7,0.25,0.1
8069,00002EBF,8,0.1,0.4
8070,000003D6,1,0.25,0.2
8071,00002FFC,8,0.5,1.2
8072,00002F57,8,0.25,0.9
8073,0000103C,3,0.25,0.5
8074,00000BB0,2,0.75,0.1
8075,00000BB4,2,0.75,0.1
8076,0000186B,4,1.0,1.5
8077,00002569,6,1.0,0.3
8078,00000705,2,0.01,0.1
8079,0000148F,4,0.05,1.4
8080,000013BE,4,0.025,1.5
8081,00002E6B,8,0.1,1.2
8082,00002344,6,0.5,1.8
8083,000028E3,7,0.25,1.4
8084,00001157,3,0.75,1.7
8085,000028AA,7,0.25,1.9
8086,0000185F,4,1.0,1.7
8087,00000709,2,0.025,2.0
8088,000003F3,1,0.5,1.9
8089,000028C3,7,0.25,1.7
8090,00000DF0,3,0.025,0.4
8091,0000192C,5,0.01,1.6
8092,00001A65,5,0.025,0.5
8093,00000604,1,1.0,0.6
8094,0000190C,5,0.01,1.9
8095,00003195,8,1.0,1.1
8096,00002D96,8,0.05,1.3
8097,0000030C,1,0.1,0.2
8098,00001443,4,0.025,0.2
8099,00000AD9,2,0.5,0.3
8100,000015BB,4,0.1,0.4
8101,00000302,1,0.1,0.3
8102,00001DFA,5,0.75,1.3
8103,0000264F,7,0.025,2.0
8104,00000EA7,3,0.05,0.5
8105,00002CAB,8,0.025,1.7
8106,00000457,1,0.5,0.9
8107,00002392,6,0.5,1.0
8108,0000301C,8,0.5,0.9
8109,000010CB,3,0.5,1.1
8110,00001FEC,6,0.01,0.3
8111,0000052F,1,0.75,0.8
8112,00002CCB,8,0.025,1.4
8113,000031ED,8,1.0,0.2
8114,000000BC,1,0.01,0.2
8115,00002D78,8,0.05,1.6
8116,000028F0,7,0.25,1.2
8117,00001C78,5,0.25,1.2
8118,000016FB,4,0.5,1.2
8119,00000188,1,0.025,0.1
8120,00002C09,8,0.01,1.3
8121,00000973,2,0.25,1.9
8122,000026FC,7,0.025,0.2
8123,000003FC,1,0.5,1.8
8124,0000199A,5,0.01,0.5
8125,0000214D,6,0.05,0.8
8126,0000035F,1,0.25,1.4
8127,00001D54,5,0.5,1.0
8128,000016DA,4,0.5,1.5
8129,00000739,2,0.025,1.6
8130,000022D3,6,0.25,0.9
8131,00002564,6,1.0,0.3
8132,00000D82,3,0.025,1.5
8133,0000071E,2,0.025,1.8
8134,00000F9F,3,0.1,0.1
8135,00001ABC,5,0.05,1.6
8136,00002498,6,0.75,0.4
8137,00000F72,3,0.1,0.5
8138,000001D8,1,0.05,1.3
8139,000022B9,6,0.25,1.2
8140,00002B0D,7,1.0,1.8
8141,00001BF2,5,0.1,0.5
8142,00000D3C,3,0.01,0.2
8143,00000B96,2,0.75,0.4
8144,000021C5,6,0.1,1.6
8145,000011DA,3,0.75,0.3
8146,00000A3C,2,0.5,1.8
8147,00001952,5,0.01,1.2
8148,000004FB,1,0.75,1.3
8149,00002965,7,0.25,0.1
8150,000010A0,3,0.5,1.5
8151,000018A3,4,1.0,1.0
8152,00001EFD,5,1.0,0.7
8153,000019E5,5,0.025,1.8
8154,00001B0E,5,0.05,0.8
8155,00000C8B,3,0.01,1.9
8156,000005F6,1,1.0,0.8
8157,00002575,6,1.0,0.2
8158,00002E40,8,0.1,1.6
8159,000016EF,4,0.5,1.3
8160,00002BFE,8,0.01,1.4
8161,00002B3F,7,1.0,1.3
8162,0000205A,6,0.025,1.2
8163,00002EED,8,0.25,1.9
8164,00000E31,3,0.05,1.7
8165,000011ED,3,0.75,0.2
8166,00002BB5,7,1.0,0.2
8167,00001A3C,5,0.025,0.9
8168,00002D36,8,0.025,0.3
8169,00000D19,3,0.01,0.5
8170,000004D6,1,0.75,1.7
8171,00001D4E,5,0.5,1.0
8172,0000256E,6,1.0,0.2
8173,000003EB,1,0.5,2.0
8174,00000BC6,2,1.0,1.9
8175,00002458,6,0.75,1.0
8176,00002B00,7,1.0,2.0
8177,00002436,6,0.75,1.3
8178,0000139D,4,0.025,1.8
8179,00001ED7,5,1.0,1.1
8180,00000070,1,0.01,0.9
8181,0000081E,2,0.05,1.3
8182,00001486,4,0.05,1.5
8183,0000151A,4,0.1,2.0
8184,000000B3,1,0.01,0.3
8185,000031BD,8,1.0,0.7
8186,00000989,2,0.25,1.6
8187,00000276,1,0.1,1.7
8188,00001727,4,0.5,0.8
8189,00002047,6,0.025,1.4
8190,00000143,1,0.025,0.8
8191,0000069B,2,0.01,1.1
8192,00001749,4,0.5,0.4
8193,00001307,4,0.01,1.3
8194,00001294,3,1.0,0.5
8195,000013D6,4,0.025,1.3
8196,0000229C,6,0.25,1.4
8197,00000C30,2,1.0,0.8
8198,00001920,5,0.01,1.7
8199,00002FFA,8,0.5,1.2
8200,000023F8,6,0.75,2.0
8201,000010D1,3,0.5,1.0
8202,00001758,4,0.5,0.3
8203,000030CB,8,0.75,1.1
8204,00002070,6,0.025,1.0
8205,0000289F,7,0.1,0.1
8206,000024CA,6,1.0,1.9
8207,00001D5F,5,0.5,0.9
8208,000023FE,6,0.75,1.9
8209,000004A7,1,0.5,0.1
8210,00001905,5,0.01,2.0
8211,00001AB2,5,0.05,1.7
8212,000015E4,4,0.25,2.0
8213,00002945,7,0.25,0.4
8214,00000C33,2,1.0,0.8
8215,0000200A,6,0.025,2.0
8216,00000CAF,3,0.01,1.6
8217,0000283A,7,0.1,1.1
8218,00002103,6,0.05,1.5
8219,00002D6A,8,0.05,1.8
8220,00002626,7,0.01,0.4
8221,000027B8,7,0.05,0.4
8222,000006DE,2,0.01,0.5
8223,0000142F,4,0.025,0.4
8224,00000120,1,0.025,1.2
8225,00001C19,5,0.1,0.1
8226,000001BD,1,0.05,1.6
8227,00001F40,6,0.01,2.0
8228,000019FA,5,0.025,1.5
8229,00002627,7,0.01,0.4
8230,00002E72,8,0.1,1.1
8231,00002C7F,8,0.01,0.1
8232,00001968,5,0.01,1.0
8233,000009A0,2,0.25,1.4
8234,00001EA0,5,1.0,1.6
8235,00000D15,3,0.01,0.6
8236,00002B42,7,1.0,1.3
8237,00002D3A,8,0.025,0.3
8238,00002C03,8,0.01,1.4
8239,000008CE,2,0.1,1.5
8240,000001F9,1,0.05,1.0
8241,000001AE,1,0.05,1.7
8242,00000164,1,0.025,0.5
8243,0000025D,1,0.1,2.0
8244,00001435,4,0.025,0.3
8245,00001607,4,0.25,1.7
8246,00000362,1,0.25,1.4
8247,0000106D,3,0.5,2.0
8248,00000E53,3,0.05,1.4
8249,00001482,4,0.05,1.5
8250,0000079A,2,0.025,0.6
8251,00001898,4,1.0,1.1
8252,00000380,1,0.25,1.1
8253,00002F4A,8,0.25,1.0
8254,000004EC,1,0.75,1.4
8255,00001441,4,0.025,0.2
8256,00001BEF,5,0.1,0.5
8257,00002843,7,0.1,1.0
8258,0000282E,7,0.1,1.2
8259,00000EEE,3,0.1,1.8
8260,00001663,4,0.25,0.7
8261,00000D9C,3,0.025,1.2
8262,00002BA9,7,1.0,0.3
8263,00000198,1,0.05,2.0
8264,000000F1,1,0.025,1.6
8265,00001448,4,0.025,0.1
8266,00002251,6,0.1,0.2
8267,000009D2,2,0.25,0.9
8268,00000E74,3,0.05,1.0
8269,00000E65,3,0.05,1.2
8270,00002739,7,0.05,1.6
8271,00002250,6,0.1,0.2
8272,00001C5A,5,0.25,1.5
8273,0000183C,4,1.0,2.0
8274,0000023C,1,0.05,0.3
8275,00001B14,5,0.05,0.7
8276,000023B3,6,0.5,0.7
8277,000013F6,4,0.025,0.9
8278,00002D4B,8,0.025,0.1
8279,00001D3B,5,0.5,1.2
8280,00001D29,5,0.5,1.4
8281,00000040,1,0.01,1.4
8282,00002F61,8,0.25,0.8
8283,000025D9,7,0.01,1.2
8284,00000C65,2,1.0,0.3
8285,00001EB2,5,1.0,1.5
8286,00001D02,5,0.5,1.8
8287,00001EE3,5,1.0,1.0
8288,00001C9A,5,0.25,0.8
8289,00001DDC,5,0.75,1.6
8290,000031E3,8,1.0,0.3
8291,00000D7F,3,0.025,1.5
8292,00002378,6,0.5,1.2
8293,00002D44,8,0.025,0.2
8294,00000A70,2,0.5,1.3
8295,00001982,5,0.01,0.7
8296,000017ED,4,0.75,0.8
8297,00000823,2,0.05,1.2
8298,00002980,7,0.5,1.8
8299,000006FD,2,0.01,0.2
8300,00002AF7,7,0.75,0.1
8301,00000701,2,0.01,0.1
8302,00002BFF,8,0.01,1.4
8303,0000202C,6,0.025,1.7
8304,00002FC0,8,0.5,1.8
8305,00001AF7,5,0.05,1.0
8306,00000C96,3,0.01,1.8
8307,00002AA5,7,0.75,0.9
8308,000022D1,6,0.25,0.9
8309,000031B9,8,1.0,0.8
8310,00000DF1,3,0.025,0.4
8311,00000B8C,2,0.75,0.5
8312,000010F3,3,0.5,0.7
8313,00001F96,6,0.01,1.2
8314,00000971,2,0.25,1.9
8315,00000118,1,0.025,1.2
8316,0000055D,1,0.75,0.3
8317,0000268D,7,0.025,1.4
8318,00001D9A,5,0.5,0.3
8319,0000237A,6,0.5,1.2
8320,00000A2B,2,0.5,2.0
8321,000030DD,8,0.75,1.0
8322,000000A8,1,0.01,0.4
8323,00002FF1,8,0.5,1.3
8324,00002BE2,8,0.01,1.7
8325,0000207A,6,0.025,0.9
8326,000012EA,4,0.01,1.6
8327,000013F4,4,0.025,1.0
8328,00001099,3,0.5,1.6
8329,00000167,1,0.025,0.5
8330,000029E4,7,0.5,0.8
8331,0000027A,1,0.1,1.7
8332,00000613,1,1.0,0.5
8333,00003150,8,1.0,1.8
8334,00000D2B,3,0.01,0.3
8335,00002902,7,0.25,1.1
8336,00000A24,2,0.25,0.1
8337,0000202A,6,0.025,1.7
8338,000003C1,1,0.25,0.4
8339,00002F9F,8,0.25,0.1
8340,00002497,6,0.75,0.4
8341,00001028,3,0.25,0.7
8342,00002DC2,8,0.05,0.9
8343,00002428,6,0.75,1.5
8344,00002E19,8,0.1,2.0
8345,00002E77,8,0.1,1.1
8346,00001F2D,5,1.0,0.2
8347,00001139,3,0.75,2.0
8348,00001CD4,5,0.25,0.2
8349,00002763,7,0.05,1.2
8350,000013CE,4,0.025,1.3
8351,0000004F,1,0.01,1.3
8352,00001649,4,0.25,1.0
8353,00002E8E,8,0.1,0.9
8354,0000041F,1,0.5,1.5
8355,000004D5,1,0.75,1.7
8356,00001CA8,5,0.25,0.7
8357,00002AB2,7,0.75,0.7
8358,0000267C,7,0.025,1.5
8359,00000459,1,0.5,0.9
8360,000028DA,7,0.25,1.5
8361,00000B28,2,0.75,1.5
8362,000013F8,4,0.025,0.9
8363,000005B2,1,1.0,1.5
8364,0000254A,6,1.0,0.6
8365,0000309C,8,0.75,1.6
8366,000015D6,4,0.1,0.1
8367,00000704,2,0.01,0.1
8368,00000837,2,0.05,1.0
8369,000000C7,1,0.01,0.1
8370,0000107C,3,0.5,1.8
8371,000017D5,4,0.75,1.0
8372,0000264B,7,0.025,2.0
8373,00000C7B,2,1.0,0.1
8374,00001A53,5,0.025,0.7
8375,0000253D,6,1.0,0.7
8376,00001A6D,5,0.025,0.4
8377,00001C7C,5,0.25,1.1
8378,000018D9,4,1.0,0.4
8379,000004BE,1,0.75,1.9
8380,000009B1,2,0.25,1.2
8381,0000104A,3,0.25,0.3
8382,000031CE,8,1.0,0.5
8383,00001B58,5,0.1,2.0
8384,00001298,3,1.0,0.4
8385,00002296,6,0.25,1.5
8386,00001276,3,1.0,0.8
8387,00001D2D,5,0.5,1.4
8388,000012C9,4,0.01,2.0
8389,00002138,6,0.05,1.0
8390,00000AD2,2,0.5,0.3
8391,000007BC,2,0.025,0.2
8392,00002B31,7,1.0,1.5
8393,0000046F,1,0.5,0.7
8394,0000152D,4,0.1,1.8
8395,00000250,1,0.05,0.1
8396,000024E1,6,1.0,1.6
8397,00001A54,5,0.025,0.6
8398,0000275D,7,0.05,1.3
8399,00000266,1,0.1,1.9
8400,00000B09,2,0.75,1.8
8401,00001D88,5,0.5,0.4
8402,00000C5E,2,1.0,0.4
8403,00001D98,5,0.5,0.3
8404,0000003B,1,0.01,1.5
8405,00000A14,2,0.25,0.2
8406,000012B8,3,1.0,0.1
8407,00002EDC,8,0.1,0.1
8408,000025E6,7,0.01,1.0
8409,000020E1,6,0.05,1.9
8410,000001AB,1,0.05,1.8
8411,00001EB8,5,1.0,1.4
8412,00002B22,7,1.0,1.6
8413,00002403,6,0.75,1.9
8414,00001AF4,5,0.05,1.0
8415,00001FD2,6,0.01,0.6
8416,00001D7B,5,0.5,0.6
8417,00001C59,5,0.25,1.5
8418,00000251,1,0.05,0.1
8419,00000E40,3,0.05,1.6
8420,000021C1,6,0.1,1.6
8421,00000441,1,0.5,1.2
8422,0000059B,1,1.0,1.7
8423,00001092,3,0.5,1.6
8424,00000AAB,2,0.5,0.7
8425,00002D40,8,0.025,0.2
8426,00000E1A,3,0.05,1.9
8427,00001624,4,0.25,1.4
8428,00000B76,2,0.75,0.7
8429,00000868,2,0.05,0.5
8430,00001956,5,0.01,1.2
8431,00000E79,3,0.05,1.0
8432,00002A6B,7,0.75,1.5
8433,00001DB2,5,0.75,2.0
8434,00001191,3,0.75,1.1
8435,00001130,3,0.75,2.0
8436,00000E19,3,0.05,2.0
8437,00001AA2,5,0.05,1.9
8438,00002ECE,8,0.1,0.2
8439,00002B74,7,1.0,0.8
8440,000009BE,2,0.25,1.1
8441,000029B0,7,0.5,1.3
8442,00001788,4,0.75,1.8
8443,00002E29,8,0.1,1.9
8444,0000161A,4,0.25,1.5
8445,00001398,4,0.025,1.9
8446,000029F1,7,0.5,0.7
8447,00001B0F,5,0.05,0.8
8448,00003046,8,0.5,0.5
8449,00001064,3,0.25,0.1
8450,00002A9F,7,0.75,0.9
8451,00001A8C,5,0.025,0.1
8452,00001C0C,5,0.1,0.2
8453,000009E7,2,0.25,0.7
8454,00003030,8,0.5,0.7
8455,00000F79,3,0.1,0.4
8456,00000881,2,0.05,0.3
8457,00000096,1,0.01,0.5
8458,00000531,1,0.75,0.8
8459,00001F52,6,0.01,1.9
8460,0000061A,1,1.0,0.4
8461,0000225D,6,0.1,0.1
8462,000005DF,1,1.0,1.0
8463,00000872,2,0.05,0.4
8464,00000BF6,2,1.0,1.4
8465,00000153,1,0.025,0.7
8466,000016A1,4,0.25,0.1
8467,000019A0,5,0.01,0.4
8468,000012A2,3,1.0,0.3
8469,00003147,8,1.0,1.9
8470,00002831,7,0.1,1.2
8471,0000212B,6,0.05,1.1
8472,00001A8D,5,0.025,0.1
8473,00000F59,3,0.1,0.8
8474,00002788,7,0.05,0.8
8475,000013BF,4,0.025,1.5
8476,00001CD8,5,0.25,0.2
8477,0000220A,6,0.1,0.9
8478,000007C5,2,0.025,0.2
8479,000020A9,6,0.025,0.4
8480,00002369,6,0.5,1.4
8481,000026FF,7,0.025,0.2
8482,000004DD,1,0.75,1.6
8483,0000171E,4,0.5,0.9
8484,000005B1,1,1.0,1.5
8485,0000302C,8,0.5,0.7
8486,0000140A,4,0.025,0.7
8487,00001571,4,0.1,1.2
8488,00001ECF,5,1.0,1.2
8489,000001D3,1,0.05,1.4
8490,00001892,4,1.0,1.1
8491,00002871,7,0.1,0.5
8492,0000227A,6,0.25,1.8
8493,000021B8,6,0.1,1.7
8494,00001710,4,0.5,1.0
8495,000008D6,2,0.1,1.4
8496,00001193,3,0.75,1.1
8497,00001638,4,0.25,1.2
8498,00000FBA,3,0.25,1.8
8499,00001D0D,5,0.5,1.7
8500,00002D7F,8,0.05,1.6
8501,00001E1D,5,0.75,1.0
8502,00000CD9,3,0.01,1.2
8503,00002080,6,0.025,0.8
8504,00000215,1,0.05,0.7
8505,00000F4E,3,0.1,0.9
8506,00002CBA,8,0.025,1.5
8507,000008BB,2,0.1,1.7
8508,00001DA8,5,0.5,0.1
8509,00000F83,3,0.1,0.3
8510,00002514,6,1.0,1.1
8511,000028D1,7,0.25,1.6
8512,00000BB2,2,0.75,0.1
8513,00001A7E,5,0.025,0.2
8514,00002441,6,0.75,1.2
8515,00002E5F,8,0.1,1.3
8516,00001A51,5,0.025,0.7
8517,0000025C,1,0.1,2.0
8518,000000B5,1,0.01,0.2
8519,00000FC9,3,0.25,1.6
8520,00001037,3,0.25,0.5
8521,00001D23,5,0.5,1.5
8522,00002299,6,0.25,1.5
8523,000028CC,7,0.25,1.6
8524,000010BD,3,0.5,1.2
8525,000001A0,1,0.05,1.9
8526,00000681,2,0.01,1.4
8527,00002DD9,8,0.05,0.7
8528,000024BA,6,1.0,2.0
8529,000012C5,4,0.01,2.0
8530,00000438,1,0.5,1.2
8531,000025F6,7,0.01,0.9
8532,00001A7F,5,0.025,0.2
8533,00002C74,8,0.01,0.2
8534,000022A9,6,0.25,1.3
8535,00001575,4,0.1,1.1
8536,00002F6C,8,0.25,0.6
8537,000021B9,6,0.1,1.7
8538,00000246,1,0.05,0.2
8539,00002DC1,8,0.05,0.9
8540,00000731,2,0.025,1.6
8541,00000650,2,0.01,1.9
8542,00001FD4,6,0.01,0.6
8543,000029C6,7,0.5,1.1
8544,00002997,7,0.5,1.6
8545,000027B1,7,0.05,0.4
8546,00002D3C,8,0.025,0.2
8547,0000297E,7,0.5,1.8
8548,00001E2D,5,0.75,0.8
8549,00002E95,8,0.1,0.8
8550,00002C81,8,0.01,0.1
8551,00001769,4,0.5,0.1
8552,000017F1,4,0.75,0.8
8553,00000AA0,2,0.5,0.8
8554,00002F84,8,0.25,0.4
8555,0000007B,1,0.01,0.8
8556,0000046D,1,0.5,0.7
8557,000007D1,2,0.05,2.0
8558,000012E9,4,0.01,1.6
8559,00002FF4,8,0.5,1.3
8560,00000AF2,2,0.75,2.0
8561,00002FC4,8,0.5,1.8
8562,0000081C,2,0.05,1.3
8563,00001E09,5,0.75,1.2
8564,00002ECC,8,0.1,0.2
8565,0000032A,1,0.25,1.9
8566,00002CF0,8,0.025,1.0
8567,00001DB0,5,0.75,2.0
8568,000027BF,7,0.05,0.3
8569,00000F75,3,0.1,0.5
8570,00000F1F,3,0.1,1.3
8571,0000234A,6,0.5,1.7
8572,000023CB,6,0.5,0.4
8573,00000890,2,0.05,0.1
8574,000017BA,4,0.75,1.3
8575,0000316A,8,1.0,1.5
8576,00001EEE,5,1.0,0.9
8577,00000FDC,3,0.25,1.4
8578,00001F1D,5,1.0,0.4
8579,0000156A,4,0.1,1.2
8580,000003E9,1,0.5,2.0
8581,00001589,4,0.1,0.9
8582,00000FE3,3,0.25,1.4
8583,0000145E,4,0.05,1.9
8584,00002523,6,1.0,1.0
8585,00001291,3,1.0,0.5
8586,00000534,1,0.75,0.7
8587,000005F8,1,1.0,0.8
8588,00001120,3,0.5,0.2
8589,000019E2,5,0.025,1.8
8590,00001598,4,0.1,0.8
8591,00001E5D,5,0.75,0.3
8592,00000075,1,0.01,0.9
8593,00002CFA,8,0.025,0.9
8594,00000F9B,3,0.1,0.1
8595,000005C2,1,1.0,1.3
8596,00001F8A,6,0.01,1.3
8597,00001D06,5,0.5,1.7
8598,00002E53,8,0.1,1.5
8599,00001D1E,5,0.5,1.5
8600,00000C4D,2,1.0,0.6
8601,00002F00,8,0.25,1.7
8602,000018A6,4,1.0,0.9
8603,000006EB,2,0.01,0.3
8604,00003118,8,0.75,0.4
8605,000019B8,5,0.01,0.2
8606,00001D2E,5,0.5,1.3
8607,00000FF7,3,0.25,1.2
8608,000006D5,2,0.01,0.6
8609,00001FFE,6,0.01,0.1
8610,000004BF,1,0.75,1.9
8611,00000FDF,3,0.25,1.4
8612,0000303A,8,0.5,0.6
8613,000002E8,1,0.1,0.6
8614,00000B73,2,0.75,0.7
8615,000015FD,4,0.25,1.8
8616,000026AA,7,0.025,1.1
8617,0000129E,3,1.0,0.4
8618,000003FB,1,0.5,1.9
8619,0000249E,6,0.75,0.3
8620,00000B65,2,0.75,0.9
8621,00000A2D,2,0.5,2.0
8622,00000717,2,0.025,1.9
8623,0000307D,8,0.75,1.9
8624,00000453,1,0.5,1.0
8625,000014DB,4,0.05,0.7
8626,000023B6,6,0.5,0.6
8627,00000AEA,2,0.5,0.1
8628,00001B9F,5,0.1,1.3
8629,00000C4F,2,1.0,0.5
8630,000011CD,3,0.75,0.5
8631,00000842,2,0.05,0.9
8632,000005BE,1,1.0,1.3
8633,00002558,6,1.0,0.4
8634,000019A7,5,0.01,0.4
8635,0000267B,7,0.025,1.5
8636,00001D31,5,0.5,1.3
8637,0000136D,4,0.01,0.3
8638,00000A8E,2,0.5,1.0
8639,00000388,1,0.25,1.0
8640,00001E9A,5,1.0,1.7
8641,00000A54,2,0.5,1.6
8642,00000046,1,0.01,1.3
8643,00000DDF,3,0.025,0.5
8644,0000001A,1,0.01,1.8
8645,00002ACF,7,0.75,0.5
8646,00001712,4,0.5,1.0
8647,0000318F,8,1.0,1.2
8648,00000DCA,3,0.025,0.7
8649,000005E0,1,1.0,1.0
8650,000016C3,4,0.5,1.8
8651,00000B0D,2,0.75,1.8
8652,00001CFE,5,0.5,1.8
8653,00001237,3,1.0,1.4
8654,00000918,2,0.1,0.8
8655,00000F0D,3,0.1,1.5
8656,000010FF,3,0.5,0.5
8657,000021A0,6,0.1,2.0
8658,00001738,4,0.5,0.6
8659,00002210,6,0.1,0.8
8660,00000725,2,0.025,1.8
8661,000026E8,7,0.025,0.4
8662,000016C1,4,0.5,1.8
8663,00001C0E,5,0.1,0.2
8664,00002A95,7,0.75,1.0
8665,000006BB,2,0.01,0.8
8666,00001559,4,0.1,1.4
8667,00000461,1,0.5,0.8
8668,0000257A,6,1.0,0.1
8669,00000DCD,3,0.025,0.7
8670,00001C7F,5,0.25,1.1
8671,000029AC,7,0.5,1.4
8672,000028B5,7,0.25,1.8
8673,00002F43,8,0.25,1.1
8674,00003006,8,0.5,1.1
8675,00000447,1,0.5,1.1
8676,00000051,1,0.01,1.2
8677,00001687,4,0.25,0.4
8678,00002163,6,0.05,0.6
8679,00000752,2,0.025,1.3
8680,00001173,3,0.75,1.4
8681,00001C48,5,0.25,1.6
8682,0000053A,1,0.75,0.7
8683,00000655,2,0.01,1.8
8684,00000984,2,0.25,1.7
8685,00002154,6,0.05,0.7
8686,000002EC,1,0.1,0.6
8687,0000088D,2,0.05,0.2
8688,0000239A,6,0.5,0.9
8689,000001FE,1,0.05,0.9
8690,00000007,1,0.01,2.0
8691,00000CFB,3,0.01,0.8
8692,000018E7,4,1.0,0.3
8693,00002AFD,7,1.0,2.0
8694,00002202,6,0.1,1.0
8695,0000072E,2,0.025,1.7
8696,0000220D,6,0.1,0.9
8697,000031F1,8,1.0,0.2
8698,00002555,6,1.0,0.5
8699,000029B1,7,0.5,1.3
8700,0000313C,8,1.0,2.0
8701,00000370,1,0.25,1.2
8702,00002D0F,8,0.025,0.7
8703,00002975,7,0.5,1.9
8704,00001B89,5,0.1,1.6
8705,00000D41,3,0.01,0.1
8706,0000172F,4,0.5,0.7
8707,00001165,3,0.75,1.5
8708,000013C1,4,0.025,1.5
8709,000003FF,1,0.5,1.8
8710,00001284,3,1.0,0.6
8711,0000197C,5,0.01,0.8
8712,00002389,6,0.5,1.1
8713,00000D05,3,0.01,0.7
8714,00002A6A,7,0.75,1.5
8715,00000733,2,0.025,1.6
8716,000026BA,7,0.025,0.9
8717,000017DB,4,0.75,1.0
8718,000017FA,4,0.75,0.7
8719,00002951,7,0.25,0.3
8720,0000115E,3,0.75,1.6
8721,00001058,3,0.25,0.2
8722,00000DAC,3,0.025,1.0
8723,0000120D,3,1.0,1.8
8724,000010B9,3,0.5,1.2
8725,0000153B,4,0.1,1.7
8726,000016E5,4,0.5,1.4
8727,000002BD,1,0.1,1.0
8728,00000BCB,2,1.0,1.9
8729,00002173,6,0.05,0.4
8730,0000177B,4,0.75,1.9
8731,00001D6F,5,0.5,0.7
8732,000023C3,6,0.5,0.5
8733,000013A8,4,0.025,1.7
8734,0000250E,6,1.0,1.2
8735,00001115,3,0.5,0.3
8736,00000EEB,3,0.1,1.9
8737,00001493,4,0.05,1.4
8738,00001D0A,5,0.5,1.7
8739,00002212,6,0.1,0.8
8740,000013FB,4,0.025,0.9
8741,0000121D,3,1.0,1.7
8742,00002A12,7,0.5,0.3
8743,000030C6,8,0.75,1.2
8744,000022CF,6,0.25,0.9
8745,00000715,2,0.025,1.9
8746,000007FB,2,0.05,1.6
8747,00000519,1,0.75,1.0
8748,00000A66,2,0.5,1.4
8749,0000091F,2,0.1,0.7
8750,00001FAF,6,0.01,0.9
8751,00000795,2,0.025,0.6
8752,00001E5A,5,0.75,0.3
8753,000011F4,3,0.75,0.1
8754,000029D6,7,0.5,0.9
8755,00002BFC,8,0.01,1.4
8756,00002FA5,8,0.25,0.1
8757,00002A7E,7,0.75,1.3
8758,000007EA,2,0.05,1.8
8759,00000B1D,2,0.75,1.6
8760,000026A7,7,0.025,1.1
8761,00002F51,8,0.25,0.9
8762,000004E3,1,0.75,1.5
8763,0000270B,7,0.025,0.1
8764,000030C1,8,0.75,1.2
8765,00000F06,3,0.1,1.6
8766,0000047E,1,0.5,0.5
8767,00001F9A,6,0.01,1.1
8768,00002EFF,8,0.25,1.7
8769,00000A74,2,0.5,1.3
8770,000031F2,8,1.0,0.2
8771,00002C20,8,0.01,1.1
8772,0000010F,1,0.025,1.3
8773,00002E42,8,0.1,1.6
8774,00002DE2,8,0.05,0.6
8775,00000D47,3,0.01,0.1
