,index,mu_driver_birth,s_driver_birth
368,0000016Fd,1e-05,0.075
369,00000170d,1e-05,0.075
370,00000171d,1e-05,0.075
371,00000172d,1e-05,0.075
372,00000173d,1e-05,0.075
373,00000174d,1e-05,0.075
374,00000175d,1e-05,0.075
375,00000176d,1e-05,0.075
376,00000177d,1e-05,0.075
377,00000178d,1e-05,0.075
378,00000179d,1e-05,0.075
379,0000017Ad,1e-05,0.075
380,0000017Bd,1e-05,0.075
381,0000017Cd,1e-05,0.075
382,0000017Dd,1e-05,0.075
383,0000017Ed,1e-05,0.075
384,0000017Fd,1e-05,0.075
385,00000180d,1e-05,0.075
386,00000181d,1e-05,0.075
387,00000182d,1e-05,0.075
388,00000183d,1e-05,0.075
389,00000184d,1e-05,0.075
390,00000185d,1e-05,0.075
391,00000186d,1e-05,0.075
392,00000187d,1e-05,0.075
393,00000188d,1e-05,0.075
394,00000189d,1e-05,0.075
395,0000018Ad,1e-05,0.075
396,0000018Bd,1e-05,0.075
397,0000018Cd,1e-05,0.075
398,0000018Dd,1e-05,0.075
399,0000018Ed,1e-05,0.075
400,0000018Fd,1e-05,0.075
401,00000190d,1e-05,0.075
402,00000191d,1e-05,0.075
403,00000192d,1e-05,0.075
404,00000193d,1e-05,0.075
405,00000194d,1e-05,0.075
406,00000195d,1e-05,0.075
407,00000196d,1e-05,0.075
408,00000197d,1e-05,0.075
409,00000198d,1e-05,0.075
410,00000199d,1e-05,0.075
411,0000019Ad,1e-05,0.075
412,0000019Bd,1e-05,0.075
413,0000019Cd,1e-05,0.075
414,0000019Dd,1e-05,0.075
415,0000019Ed,1e-05,0.075
416,0000019Fd,1e-05,0.075
417,000001A0d,1e-05,0.075
418,000001A1d,1e-05,0.075
419,000001A2d,1e-05,0.075
420,000001A3d,1e-05,0.075
421,000001A4d,1e-05,0.075
422,000001A5d,1e-05,0.075
423,000001A6d,1e-05,0.075
424,000001A7d,1e-05,0.075
425,000001A8d,1e-05,0.075
426,000001A9d,1e-05,0.075
427,000001AAd,1e-05,0.075
428,000001ABd,1e-05,0.075
429,000001ACd,1e-05,0.075
430,000001ADd,1e-05,0.075
431,000001AEd,1e-05,0.075
432,000001AFd,1e-05,0.075
433,000001B0d,1e-05,0.075
434,000001B1d,1e-05,0.075
435,000001B2d,1e-05,0.075
436,000001B3d,1e-05,0.075
437,000001B4d,1e-05,0.075
438,000001B5d,1e-05,0.075
439,000001B6d,1e-05,0.075
440,000001B7d,1e-05,0.075
441,000001B8d,1e-05,0.075
442,000001B9d,1e-05,0.075
443,000001BAd,1e-05,0.075
444,000001BBd,1e-05,0.075
445,000001BCd,1e-05,0.075
446,000001BDd,1e-05,0.075
447,000001BEd,1e-05,0.075
448,000001BFd,1e-05,0.075
449,000001C0d,1e-05,0.075
450,000001C1d,1e-05,0.075
451,000001C2d,1e-05,0.075
452,000001C3d,1e-05,0.075
453,000001C4d,1e-05,0.075
454,000001C5d,1e-05,0.075
455,000001C6d,1e-05,0.075
456,000001C7d,1e-05,0.075
457,000001C8d,1e-05,0.075
458,000001C9d,1e-05,0.075
459,000001CAd,1e-05,0.075
460,000001CBd,1e-05,0.075
461,000001CCd,1e-05,0.075
462,000001CDd,1e-05,0.075
463,000001CEd,1e-05,0.075
464,000001CFd,1e-05,0.075
465,000001D0d,1e-05,0.075
466,000001D1d,1e-05,0.075
467,000001D2d,1e-05,0.075
468,000001D3d,1e-05,0.075
469,000001D4d,1e-05,0.075
470,000001D5d,1e-05,0.075
471,000001D6d,1e-05,0.075
472,000001D7d,1e-05,0.075
473,000001D8d,1e-05,0.075
474,000001D9d,1e-05,0.075
475,000001DAd,1e-05,0.075
476,000001DBd,1e-05,0.075
477,000001DCd,1e-05,0.075
478,000001DDd,1e-05,0.075
479,000001DEd,1e-05,0.075
480,000001DFd,1e-05,0.075
481,000001E0d,1e-05,0.075
482,000001E1d,1e-05,0.075
483,000001E2d,1e-05,0.075
484,000001E3d,1e-05,0.075
485,000001E4d,1e-05,0.075
486,000001E5d,1e-05,0.075
487,000001E6d,1e-05,0.075
488,000001E7d,1e-05,0.075
489,000001E8d,1e-05,0.075
490,000001E9d,1e-05,0.075
491,000001EAd,1e-05,0.075
492,000001EBd,1e-05,0.075
493,000001ECd,1e-05,0.075
494,000001EDd,1e-05,0.075
495,000001EEd,1e-05,0.075
496,000001EFd,1e-05,0.075
497,000001F0d,1e-05,0.075
498,000001F1d,1e-05,0.075
499,000001F2d,1e-05,0.075
500,000001F3d,1e-05,0.075
501,000001F4d,1e-05,0.075
502,000001F5d,1e-05,0.075
503,000001F6d,1e-05,0.075
504,000001F7d,1e-05,0.075
505,000001F8d,1e-05,0.075
506,000001F9d,1e-05,0.075
507,000001FAd,1e-05,0.075
508,000001FBd,1e-05,0.075
509,000001FCd,1e-05,0.075
510,000001FDd,1e-05,0.075
511,000001FEd,1e-05,0.075
512,000001FFd,1e-05,0.075
513,00000200d,1e-05,0.075
514,00000201d,1e-05,0.075
515,00000202d,1e-05,0.075
516,00000203d,1e-05,0.075
517,00000204d,1e-05,0.075
518,00000205d,1e-05,0.075
519,00000206d,1e-05,0.075
520,00000207d,1e-05,0.075
521,00000208d,1e-05,0.075
522,00000209d,1e-05,0.075
523,0000020Ad,1e-05,0.075
524,0000020Bd,1e-05,0.075
525,0000020Cd,1e-05,0.075
526,0000020Dd,1e-05,0.075
527,0000020Ed,1e-05,0.075
528,0000020Fd,1e-05,0.075
529,00000210d,1e-05,0.075
530,00000211d,1e-05,0.075
531,00000212d,1e-05,0.075
532,00000213d,1e-05,0.075
533,00000214d,1e-05,0.075
534,00000215d,1e-05,0.075
535,00000216d,1e-05,0.075
536,00000217d,1e-05,0.075
537,00000218d,1e-05,0.075
538,00000219d,1e-05,0.075
539,0000021Ad,1e-05,0.075
540,0000021Bd,1e-05,0.075
541,0000021Cd,1e-05,0.075
542,0000021Dd,1e-05,0.075
543,0000021Ed,1e-05,0.075
544,0000021Fd,1e-05,0.075
545,00000220d,1e-05,0.075
546,00000221d,1e-05,0.075
547,00000222d,1e-05,0.075
548,00000223d,1e-05,0.075
549,00000224d,1e-05,0.075
550,00000225d,1e-05,0.075
551,00000226d,1e-05,0.075
552,00000227d,1e-05,0.075
553,00000228d,1e-05,0.075
554,00000229d,1e-05,0.075
555,0000022Ad,1e-05,0.075
556,0000022Bd,1e-05,0.075
557,0000022Cd,1e-05,0.075
558,0000022Dd,1e-05,0.075
559,0000022Ed,1e-05,0.075
560,0000022Fd,1e-05,0.075
561,00000230d,1e-05,0.075
562,00000231d,1e-05,0.075
563,00000232d,1e-05,0.075
564,00000233d,1e-05,0.075
565,00000234d,1e-05,0.075
566,00000235d,1e-05,0.075
567,00000236d,1e-05,0.075
568,00000237d,1e-05,0.075
569,00000238d,1e-05,0.075
570,00000239d,1e-05,0.075
571,0000023Ad,1e-05,0.075
572,0000023Bd,1e-05,0.075
573,0000023Cd,1e-05,0.075
574,0000023Dd,1e-05,0.075
575,0000023Ed,1e-05,0.075
576,0000023Fd,1e-05,0.075
577,00000240d,1e-05,0.075
578,00000241d,1e-05,0.075
579,00000242d,1e-05,0.075
580,00000243d,1e-05,0.075
581,00000244d,1e-05,0.075
582,00000245d,1e-05,0.075
583,00000246d,1e-05,0.075
584,00000247d,1e-05,0.075
585,00000248d,1e-05,0.075
586,00000249d,1e-05,0.075
587,0000024Ad,1e-05,0.075
588,0000024Bd,1e-05,0.075
589,0000024Cd,1e-05,0.075
590,0000024Dd,1e-05,0.075
591,0000024Ed,1e-05,0.075
592,0000024Fd,1e-05,0.075
593,00000250d,1e-05,0.075
594,00000251d,1e-05,0.075
595,00000252d,1e-05,0.075
596,00000253d,1e-05,0.075
597,00000254d,1e-05,0.075
598,00000255d,1e-05,0.075
599,00000256d,1e-05,0.075
600,00000257d,1e-05,0.075
601,00000258d,1e-05,0.075
602,00000259d,1e-05,0.075
603,0000025Ad,1e-05,0.075
604,0000025Bd,1e-05,0.075
605,0000025Cd,1e-05,0.075
606,0000025Dd,1e-05,0.075
607,0000025Ed,1e-05,0.075
608,0000025Fd,1e-05,0.075
609,00000260d,1e-05,0.075
610,00000261d,1e-05,0.075
611,00000262d,1e-05,0.075
612,00000263d,1e-05,0.075
613,00000264d,1e-05,0.075
614,00000265d,1e-05,0.075
615,00000266d,1e-05,0.075
616,00000267d,1e-05,0.075
617,00000268d,1e-05,0.075
618,00000269d,1e-05,0.075
619,0000026Ad,1e-05,0.075
620,0000026Bd,1e-05,0.075
621,0000026Cd,1e-05,0.075
622,0000026Dd,1e-05,0.075
623,0000026Ed,1e-05,0.075
624,0000026Fd,1e-05,0.075
625,00000270d,1e-05,0.075
626,00000271d,1e-05,0.075
627,00000272d,1e-05,0.075
628,00000273d,1e-05,0.075
629,00000274d,1e-05,0.075
630,00000275d,1e-05,0.075
631,00000276d,1e-05,0.075
632,00000277d,1e-05,0.075
633,00000278d,1e-05,0.075
634,00000279d,1e-05,0.075
635,0000027Ad,1e-05,0.075
636,0000027Bd,1e-05,0.075
637,0000027Cd,1e-05,0.075
638,0000027Dd,1e-05,0.075
639,0000027Ed,1e-05,0.075
640,0000027Fd,1e-05,0.075
641,00000280d,1e-05,0.075
642,00000281d,1e-05,0.075
643,00000282d,1e-05,0.075
644,00000283d,1e-05,0.075
645,00000284d,1e-05,0.075
646,00000285d,1e-05,0.075
647,00000286d,1e-05,0.075
648,00000287d,1e-05,0.075
649,00000288d,1e-05,0.075
650,00000289d,1e-05,0.075
651,0000028Ad,1e-05,0.075
652,0000028Bd,1e-05,0.075
653,0000028Cd,1e-05,0.075
654,0000028Dd,1e-05,0.075
655,0000028Ed,1e-05,0.075
656,0000028Fd,1e-05,0.075
657,00000290d,1e-05,0.075
658,00000291d,1e-05,0.075
659,00000292d,1e-05,0.075
660,00000293d,1e-05,0.075
661,00000294d,1e-05,0.075
662,00000295d,1e-05,0.075
663,00000296d,1e-05,0.075
664,00000297d,1e-05,0.075
665,00000298d,1e-05,0.075
666,00000299d,1e-05,0.075
667,0000029Ad,1e-05,0.075
668,0000029Bd,1e-05,0.075
669,0000029Cd,1e-05,0.075
670,0000029Dd,1e-05,0.075
671,0000029Ed,1e-05,0.075
672,0000029Fd,1e-05,0.075
673,000002A0d,1e-05,0.075
674,000002A1d,1e-05,0.075
675,000002A2d,1e-05,0.075
676,000002A3d,1e-05,0.075
677,000002A4d,1e-05,0.075
678,000002A5d,1e-05,0.075
679,000002A6d,1e-05,0.075
680,000002A7d,1e-05,0.075
681,000002A8d,1e-05,0.075
682,000002A9d,1e-05,0.075
683,000002AAd,1e-05,0.075
684,000002ABd,1e-05,0.075
685,000002ACd,1e-05,0.075
686,000002ADd,1e-05,0.075
687,000002AEd,1e-05,0.075
688,000002AFd,1e-05,0.075
689,000002B0d,1e-05,0.075
690,000002B1d,1e-05,0.075
691,000002B2d,1e-05,0.075
692,000002B3d,1e-05,0.075
693,000002B4d,1e-05,0.075
694,000002B5d,1e-05,0.075
695,000002B6d,1e-05,0.075
696,000002B7d,1e-05,0.075
697,000002B8d,1e-05,0.075
698,000002B9d,1e-05,0.075
699,000002BAd,1e-05,0.075
700,000002BBd,1e-05,0.075
701,000002BCd,1e-05,0.075
702,000002BDd,1e-05,0.075
703,000002BEd,1e-05,0.075
704,000002BFd,1e-05,0.075
705,000002C0d,1e-05,0.075
706,000002C1d,1e-05,0.075
707,000002C2d,1e-05,0.075
708,000002C3d,1e-05,0.075
709,000002C4d,1e-05,0.075
710,000002C5d,1e-05,0.075
711,000002C6d,1e-05,0.075
712,000002C7d,1e-05,0.075
713,000002C8d,1e-05,0.075
714,000002C9d,1e-05,0.075
715,000002CAd,1e-05,0.075
716,000002CBd,1e-05,0.075
717,000002CCd,1e-05,0.075
718,000002CDd,1e-05,0.075
719,000002CEd,1e-05,0.075
720,000002CFd,1e-05,0.075
721,000002D0d,1e-05,0.075
722,000002D1d,1e-05,0.075
723,000002D2d,1e-05,0.075
724,000002D3d,1e-05,0.075
725,000002D4d,1e-05,0.075
726,000002D5d,1e-05,0.075
727,000002D6d,1e-05,0.075
728,000002D7d,1e-05,0.075
729,000002D8d,1e-05,0.075
730,000002D9d,1e-05,0.075
731,000002DAd,1e-05,0.075
732,000002DBd,1e-05,0.075
733,000002DCd,1e-05,0.075
734,000002DDd,1e-05,0.075
735,000002DEd,1e-05,0.075
736,000002DFd,1e-05,0.075
737,000002E0d,1e-05,0.075
738,000002E1d,1e-05,0.075
739,000002E2d,1e-05,0.075
740,000002E3d,1e-05,0.075
741,000002E4d,1e-05,0.075
742,000002E5d,1e-05,0.075
743,000002E6d,1e-05,0.075
744,000002E7d,1e-05,0.075
745,000002E8d,1e-05,0.075
746,000002E9d,1e-05,0.075
747,000002EAd,1e-05,0.075
748,000002EBd,1e-05,0.075
749,000002ECd,1e-05,0.075
750,000002EDd,1e-05,0.075
751,000002EEd,1e-05,0.075
752,000002EFd,1e-05,0.075
753,000002F0d,1e-05,0.075
754,000002F1d,1e-05,0.075
755,000002F2d,1e-05,0.075
756,000002F3d,1e-05,0.075
757,000002F4d,1e-05,0.075
758,000002F5d,1e-05,0.075
759,000002F6d,1e-05,0.075
760,000002F7d,1e-05,0.075
761,000002F8d,1e-05,0.075
762,000002F9d,1e-05,0.075
763,000002FAd,1e-05,0.075
764,000002FBd,1e-05,0.075
765,000002FCd,1e-05,0.075
766,000002FDd,1e-05,0.075
767,000002FEd,1e-05,0.075
768,000002FFd,1e-05,0.075
769,00000300d,1e-05,0.075
770,00000301d,1e-05,0.075
771,00000302d,1e-05,0.075
772,00000303d,1e-05,0.075
773,00000304d,1e-05,0.075
774,00000305d,1e-05,0.075
775,00000306d,1e-05,0.075
776,00000307d,1e-05,0.075
777,00000308d,1e-05,0.075
778,00000309d,1e-05,0.075
779,0000030Ad,1e-05,0.075
780,0000030Bd,1e-05,0.075
781,0000030Cd,1e-05,0.075
782,0000030Dd,1e-05,0.075
783,0000030Ed,1e-05,0.075
784,0000030Fd,1e-05,0.075
785,00000310d,1e-05,0.075
786,00000311d,1e-05,0.075
787,00000312d,1e-05,0.075
788,00000313d,1e-05,0.075
789,00000314d,1e-05,0.075
790,00000315d,1e-05,0.075
791,00000316d,1e-05,0.075
792,00000317d,1e-05,0.075
793,00000318d,1e-05,0.075
794,00000319d,1e-05,0.075
795,0000031Ad,1e-05,0.075
796,0000031Bd,1e-05,0.075
797,0000031Cd,1e-05,0.075
798,0000031Dd,1e-05,0.075
799,0000031Ed,1e-05,0.075
800,0000031Fd,1e-05,0.075
801,00000320d,1e-05,0.075
802,00000321d,1e-05,0.075
803,00000322d,1e-05,0.075
804,00000323d,1e-05,0.075
805,00000324d,1e-05,0.075
806,00000325d,1e-05,0.075
807,00000326d,1e-05,0.075
808,00000327d,1e-05,0.075
809,00000328d,1e-05,0.075
810,00000329d,1e-05,0.075
811,0000032Ad,1e-05,0.075
812,0000032Bd,1e-05,0.075
813,0000032Cd,1e-05,0.075
814,0000032Dd,1e-05,0.075
815,0000032Ed,1e-05,0.075
816,0000032Fd,1e-05,0.075
817,00000330d,1e-05,0.075
818,00000331d,1e-05,0.075
819,00000332d,1e-05,0.075
820,00000333d,1e-05,0.075
821,00000334d,1e-05,0.075
822,00000335d,1e-05,0.075
823,00000336d,1e-05,0.075
824,00000337d,1e-05,0.075
825,00000338d,1e-05,0.075
826,00000339d,1e-05,0.075
827,0000033Ad,1e-05,0.075
828,0000033Bd,1e-05,0.075
