Speed ratio,2D,3D
1.49342105263158,0.0859582035475956+2.42239756124824e-13i,0.0242606469014283
2.01973684210526,0.211906566370392+3.23563876208546e-13i,0.0943892384326304
2.51973684210526,0.31230748879827+4.11804025021516e-13i,0.169658420720088
3.01973684210526,0.392812590430793+4.70492134644766e-13i,0.240195133305322
3.5,0.455261278488315+7.24726241321067e-13i,0.300530993389903
3.97368421052632,0.505919927257013+5.10312591668801e-13i,0.352852685031843
4.45394736842105,0.548750959029552+6.91485013694798e-13i,0.399345674948004
4.91447368421053,0.583520947154852+8.03623244128204e-13i,0.438559187912872
5.39473684210526,0.614582505373792+1.007904900935e-12i,0.474676912834664
5.88157894736842,0.641726370769516+8.00612471238098e-13i,0.507061922804682
6.33552631578947,0.663834115928418+1.00290921475199e-12i,0.533996115549767
6.78947368421053,0.683390651247436+1.07507017822384e-12i,0.558233921073108
7.29605263157895,0.702705764146289+9.80631136301186e-13i,0.582547664482684
7.73026315789474,0.717486443875831+6.75726916998647e-13i,0.601402881075871
8.17763157894737,0.73125715030034+8.27956862987846e-13i,0.619162651698266
8.61842105263158,0.743575143781324+6.57007713116011e-13i,0.635205509216494
9.14473684210526,0.756882567594137+8.33451826764582e-13i,0.652702105922511
9.58552631578947,0.767009548501745+1.05559973144834e-12i,0.666131302983563
10.0197368421053,0.776192904341211+9.93244469582857e-13i,0.67839410447278
