x_val 2D,cond_sweep 2D,x_val 3D,cond_sweep 3D
0.0791704353677763,0.74999997142671+9.50094054479979e-17i,0.0315631089046916,0.937499999806635
0.118755653051664,0.888888779089383+5.57396409292221e-16i,0.0473446633570374,0.999999999018687
0.158340870735553,0.937499730588439+4.30798537292419e-16i,0.0631262178093833,1.00781249694972
0.197926088419441,0.959999466350246-9.04356716928522e-17i,0.0789077722617291,1.00799999263603
0.237511306103329,0.97222129349867+1.18976399149465e-15i,0.0946893267140749,1.00694442928357
0.277096523787217,0.979590355908767+1.96449284238324e-15i,0.110470881166421,1.00583087583556
0.316681741471105,0.984372783858162+7.8681466121338e-16i,0.126252435618767,1.00488276496639
0.356266959154993,0.98765116013555-7.08587567456499e-16i,0.142033990071112,1.00411515037549
0.395852176838881,0.989995658864819+9.87451719990753e-16i,0.157815544523458,1.00349988442142
0.435437394522769,0.991729754022065+1.74771681069582e-15i,0.173597098975804,1.00300509020597
0.475022612206658,0.993048042429046+5.64655068120084e-15i,0.18937865342815,1.00260392755821
0.514607829890546,0.994073283051057-3.34386306085823e-16i,0.205160207880496,1.00227550160262
0.554193047574434,0.99488601766409+3.96419657806209e-15i,0.220941762332841,1.00200393083918
0.593778265258322,0.995540863253791+2.87595497106112e-16i,0.236723316785187,1.00177719516521
0.63336348294221,0.996075914295273+3.61233994331038e-15i,0.252504871237533,1.00158616017518
0.672948700626098,0.996518394487392+5.10576571648987e-15i,0.268286425689879,1.00142383094172
0.712533918309986,0.996888175188188-2.88551823347966e-15i,0.284067980142225,1.00128480145516
0.752119135993874,0.997200033547442+7.04773487808675e-15i,0.29984953459457,1.00116485303559
0.791704353677763,0.99746514105739+9.31900880804578e-15i,0.315631089046916,1.00106066157389
0.831289571361651,0.997692068300384+6.69554355252578e-15i,0.331412643499262,1.00096958311207
0.870874789045539,0.997887477599201+7.81761437474364e-15i,0.347194197951608,1.00088949566017
0.910460006729427,0.998056609640479+5.66497158426229e-15i,0.362975752403954,1.00081868150941
0.950045224413315,0.998203631244183-4.79216266372309e-16i,0.378757306856299,1.00075573888783
0.989630442097203,0.998331887780961+5.85397795955347e-15i,0.394538861308645,1.00069951504122
1.02921565978109,0.998444089008217-4.65018668366129e-15i,0.410320415760991,1.00064905509232
1.06880087746498,0.998542447629382+9.07839944659264e-15i,0.426101970213337,1.00060356261713
1.10838609514887,0.998628783729732+1.20295171978851e-14i,0.441883524665683,1.00056236899385
1.14797131283276,0.998704604729077+1.89744497972763e-14i,0.457665079118029,1.00052490940856
1.18755653051664,0.998771166793935+1.12021995529937e-14i,0.473446633570374,1.00049070389976
1.22714174820053,0.998829522664867+9.66891432994086e-15i,0.48922818802272,1.00045934229131
1.26672696588442,0.998880559189768+1.1909294296247e-14i,0.505009742475066,1.0004304721312
1.30631218356831,0.998925027019588+1.56509564212766e-14i,0.520791296927412,1.00040378897359
1.3458974012522,0.998963564282749+8.81114110014483e-15i,0.536572851379758,1.00037902850069
1.38548261893608,0.998996715593959+8.36818279192529e-15i,0.552354405832103,1.00035596009874
1.42506783661997,0.999024947419698-5.74127867338565e-15i,0.568135960284449,1.00033438159048
1.46465305430386,0.999048660577149+3.46755475128327e-14i,0.583917514736795,1.00031411489312
1.50423827198775,0.999068200461474+1.900746675931e-14i,0.599699069189141,1.00029500242127
1.54382348967164,0.999083865461799+2.40946078454602e-14i,0.615480623641487,1.00027690409249
1.58340870735553,0.999095913910881+2.72434166658544e-14i,0.631262178093833,1.00025969482344
1.62299392503941,0.99910456988675+2.36170197225861e-14i,0.647043732546178,1.00024326242686
1.6625791427233,0.99911002805428+1.9829750636676e-15i,0.662825286998524,1.00022750583814
1.70216436040719,0.99911245771695+1.1656533729596e-15i,0.67860684145087,1.00021233361374
1.74174957809108,0.999112006238301-1.23078281497349e-14i,0.694388395903216,1.00019766265491
1.78133479577497,0.999108801933884+4.31725849423751e-14i,0.710169950355562,1.00018341711913
1.82092001345885,0.999102956527927+1.49178771237192e-14i,0.725951504807907,1.00016952748827
1.86050523114274,0.999094567251876-7.16982034927654e-16i,0.741733059260253,1.00015592976837
1.90009044882663,0.999083718636912-4.75566326834886e-15i,0.757514613712599,1.00014256480021
1.93967566651052,0.999070484052848-1.19083213875587e-14i,0.773296168164945,1.00012937766349
1.97926088419441,0.999054927037106+9.9915957212694e-15i,0.789077722617291,1.00011631716047
2.0188461018783,0.999037102440131+2.29427090920878e-14i,0.804859277069636,1.0001033353671
2.05843131956218,0.999017057427603-1.35094413378835e-15i,0.820640831521982,1.00009038724339
2.09801653724607,0.998994832347292+1.18531834275089e-14i,0.836422385974328,1.00007743029135
2.13760175492996,0.99897046141836+3.89860259389267e-14i,0.852203940426674,1.00006442424669
2.17718697261385,0.998943973473775+3.98260412123244e-14i,0.86798549487902,1.00005133082818
2.21677219029774,0.998915392506578+4.45989742600193e-14i,0.883767049331366,1.00003811350146
