"","id","...1.x","x070","x075","x080","x085","x090","x095","x099","x100","more_than_one_mutant","first_mutant_init_time","pop_radius_at_first_mut_init","mu_driver_birth","s_driver_birth","birth_rate_end_mean","sr1","...1.y","sweep_complete_time","num_cell"
"1268","00000109d",266,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,413.295471,49.47205994,1e-05,0.075,2.865445374,2.07271708222222,266,858.847839,103193
"1269","0000010A",267,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,290.486938,34.1188157160624,1e-05,2,10,10,267,0,1
"1270","0000010Aa",267,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,258.047607,29.02150856,1e-05,0.15,7.896829179,7.66314353222222,267,631.133118,60227
"1271","0000010Ad",267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,560.56665,68.67835098,1e-05,0.075,2.976646106,2.19627345111111,267,0,1
"1272","0000010B",268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.961441,16.7558228646842,1e-05,2,10,10,268,175.224548,7365
"1273","0000010Ba",268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.961441,16.73656774,1e-05,0.15,5.688125501,5.20902833444444,268,553.269104,35054
"1274","0000010Bbb",536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,147.961441,16.73656774,1e-05,0.05,1.931368362,1.03485373555556,536,0,1
"1275","0000010Bbb",536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,147.961441,16.73656774,1e-05,0.05,1.931368362,1.03485373555556,535,0,1
"1276","0000010Bd",268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.961441,16.73656774,1e-05,0.075,2.90848349,2.12053721111111,268,939.266724,108121
"1277","0000010C",269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,124.519035,10.3572967233831,1e-05,2,9.786274425323,9.76252713924778,269,184.384964,4631
"1278","0000010Ca",269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,154.110458,12.85312534,1e-05,0.15,6.450407764,6.05600862666667,269,689.444946,56822
"1279","0000010Cb",537,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,446.316681,53.49695493,1e-05,0.05,2.077467551,1.19718616777778,537,0,1
"1280","0000010Cbb",538,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,154.110855,12.85312534,1e-05,0.05,1.735614936,0.817349928888889,538,0,1
"1281","0000010Cd",269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,259.236511,26.46885074,1e-05,0.075,3.445851237,2.71761248555556,269,1462.449219,582326
"1282","0000010D",270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209.389969,25.8055017717823,1e-05,2,9.896389313885,9.88487701542778,270,316.799957,13946
"1283","0000010Da",270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,495.991211,67.16700095,1e-05,0.15,6.718110165,6.35345573888889,270,0,1
"1284","0000010Db",539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,464.385986,62.13005706,1e-05,0.05,1.77267874,0.858531933333333,539,0,1
"1285","0000010Dbb",540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,546.754089,73.18606735,1e-05,0.05,1.798087181,0.886763534444445,540,0,1
"1286","0000010Dd",270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,597.569824,79.78646134,1e-05,0.075,3.862567043,3.18063004777778,270,1537.82251,528650
"1287","0000010E",271,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.515114,8.88499746817913,1e-05,2,9.914253286975,9.90472587441667,271,87.672935,2747
"1288","0000010Ea",271,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,226.614212,29.48396682,1e-05,0.15,7.176473287,6.86274809666667,271,455.736359,47365
"1289","0000010Eb",541,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,456.793213,63.69847815,1e-05,0.05,1.734379656,0.815977395555555,541,0,1
"1290","0000010Ebb",542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,899.033264,122.6706969,1e-05,0.05,1.439372932,0.488192146666667,542,0,1
"1291","0000010Ed",271,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,396.690857,51.38773021,1e-05,0.075,3.058965489,2.28773943222222,271,0,1
"1292","0000010F",272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,240.843948,19.4546040068132,1e-05,2,10,10,272,259.63797,7527
"1293","0000010Fa",272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,406.804596,40.67255191,1e-05,0.15,5.889119914,5.43235546,272,779.676208,139679
"1294","0000010Fb",543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,764.314575,108.2200335,1e-05,0.05,1.531518667,0.590576296666667,543,0,1
"1295","0000010Fbb",544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,539.116577,61.02121802,1e-05,0.05,1.390725291,0.434139212222222,544,0,1
"1296","0000010Fd",272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,546.072632,59.6308623,1e-05,0.075,2.107888976,1.23098775111111,272,0,1
"1297","00000110",273,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.470886,9.18447645059284,1e-05,2,10,10,273,123.756912,3433
"1298","00000110a",273,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,302.813873,38.6912315,1e-05,0.15,6.771473879,6.41274875444444,273,856.828857,443149
"1299","00000110b",545,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,611.719788,78.45075939,1e-05,0.05,1.622246967,0.691385518888889,545,0,1
"1300","00000110bb",546,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,206.741974,23.94983121,1e-05,0.05,1.586054508,0.651171675555555,546,0,1
"1301","00000110d",273,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206.741959,23.94983121,1e-05,0.075,2.752654038,1.94739337555556,273,1339.835205,225602
"1302","00000111",274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,246.417267,30.0617434548431,1e-05,2,9.405734813717,9.33970534857444,274,308.929932,22445
"1303","00000111a",274,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,437.382141,57.69372999,1e-05,0.15,5.667995265,5.18666140555556,274,0,1
"1304","00000111b",547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,578.823425,80.17846632,1e-05,0.05,1.45948597,0.510539966666667,547,0,1
"1305","00000111bb",548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,732.434631,106.0301225,1e-05,0.05,1.483206655,0.536896283333333,548,0,1
"1306","00000111d",274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,459.563995,61.39824087,1e-05,0.075,3.053985377,2.28220597444444,274,0,1
"1307","00000112",275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,140.567337,19.0745623920246,1e-05,2,9.718880855741,9.68764539526778,275,169.630753,12986
"1308","00000112a",275,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,338.564301,43.59984679,1e-05,0.15,6.389544064,5.98838229333333,275,0,1
"1309","00000112b",549,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,409.316101,50.00642425,1e-05,0.05,1.472640859,0.52515651,549,0,1
"1310","00000112bb",550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,445.362427,64.43874972,1e-05,0.05,1.52899069,0.587767433333333,550,0,1
"1311","00000112d",275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,480.968231,69.46867052,1e-05,0.075,4.059215199,3.39912799888889,275,1227.658569,381065
"1312","00000113",276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,134.094696,10.9402032481692,1e-05,2,10,10,276,164.764557,4401
"1313","00000113a",276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,134.094696,10.94004192,1e-05,0.15,6.144476399,5.71608488777778,276,320.827301,8624
"1314","00000113b",551,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,637.907654,85.09729673,1e-05,0.05,1.449550766,0.499500851111111,551,0,1
"1315","00000113bb",552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,134.094696,10.94004192,1e-05,0.05,1.461446717,0.512718574444444,552,0,1
"1316","00000113d",276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,353.673248,39.89023842,1e-05,0.075,2.900014605,2.11112733888889,276,0,1
"1317","00000114",277,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,135.396255,18.6441585345492,1e-05,2,10,10,277,157.819382,8281
"1318","00000114a",277,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,364.61731,50.87413571,1e-05,0.15,6.100790188,5.66754465333333,277,0,1
"1319","00000114b",553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,533.650452,67.10062101,1e-05,0.05,1.395143991,0.439048878888889,553,0,1
"1320","00000114bb",554,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,280.974152,38.31092384,1e-05,0.05,1.667422965,0.741581072222222,554,0,1
"1321","00000114d",277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,160.037048,22.11162557,1e-05,0.075,2.479976003,1.64441778111111,277,0,1
"1322","00000115",278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,139.953934,11.8883875171964,1e-05,2,9.789421464142,9.76602384904667,278,286.058746,8909
"1323","00000115a",278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,208.82666,20.5213055,1e-05,0.15,6.088366474,5.65374052666667,278,350.062988,15960
"1324","00000115b",555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,397.268616,48.13830046,1e-05,0.05,1.54719863,0.607998477777778,555,0,1
"1325","00000115bb",556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,602.590332,73.42272286,1e-05,0.05,1.423057804,0.470064226666667,556,0,1
"1326","00000115d",278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,394.439453,43.84010827,1e-05,0.075,2.553684677,1.72631630777778,278,0,1
"1327","00000116",279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,268.265625,31.9407776034607,1e-05,2,9.698620332367,9.66513370263,279,317.642975,38065
"1328","00000116a",279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,273.89389,32.63533176,1e-05,0.15,6.48111529,6.0901281,279,0,1
"1329","00000116b",557,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,429.311584,51.64723464,1e-05,0.05,1.620498326,0.689442584444445,557,0,1
"1330","00000116bb",558,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,271.686127,31.68013685,1e-05,0.05,1.645363546,0.717070606666667,558,0,1
"1331","00000116d",279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,401.322876,49.78953096,1e-05,0.075,2.849054779,2.05450531,279,1292.661987,258768
"1332","00000117",280,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,257.366119,26.3305787873608,1e-05,2,9.784581402438,9.76064600270889,280,329.244476,56460
"1333","00000117a",280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,601.413757,84.42319978,1e-05,0.15,5.849699385,5.38855487222222,280,0,1
"1334","00000117b",559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,853.56311,115.1983397,1e-05,0.05,1.434542957,0.482825507777778,559,0,1
"1335","00000117bb",560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,663.963501,85.77166251,1e-05,0.05,1.417059209,0.463399121111111,560,0,1
"1336","00000117d",280,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,173.876404,19.17414714,1e-05,0.075,3.171137161,2.41237462333333,280,0,1
"1337","00000118",281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160.255585,16.5166466940742,1e-05,2,9.937426007451,9.93047334161222,281,177.677658,6427
"1338","00000118a",281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200.280548,21.17026971,1e-05,0.15,7.753111639,7.50345737666667,281,696.723938,114764
"1339","00000118b",561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,598.857605,84.99811461,1e-05,0.05,1.637353371,0.708170412222222,561,0,1
"1340","00000118bb",562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,713.501892,89.92233337,1e-05,0.05,1.300210635,0.333567372222222,562,0,1
"1341","00000118d",281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,501.636658,61.13847392,1e-05,0.075,3.116297984,2.35144220444444,281,1259.72876,273856
"1342","00000119",282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234.650711,25.9408354862862,1e-05,2,9.6811332536,9.64570361511111,282,246.74971,8583
"1343","00000119a",282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,365.239868,46.38379589,1e-05,0.15,6.638263307,6.26473700777778,282,1054.773315,620384
"1344","00000119b",563,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,647.615723,89.96833941,1e-05,0.05,2.2234883,1.35943144444444,563,0,1
"1345","00000119bb",564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,842.069092,111.428514,1e-05,0.05,1.513618564,0.570687293333333,564,0,1
"1346","00000119d",282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,380.487457,44.53525458,1e-05,0.075,4.615856883,4.01761875888889,282,1340.776733,569706
"1347","0000011A",283,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,211.69725,18.9405866345139,1e-05,2,9.99957014274,9.99952238082222,283,236.857986,18246
"1348","0000011Aa",283,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,543.603699,65.62812713,1e-05,0.15,6.620268979,6.24474331,283,0,1
"1349","0000011Ad",283,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,558.756042,66.81300655,1e-05,0.075,3.369816542,2.63312949111111,283,1402.902832,563966
"1350","0000011B",284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,121.30394,12.3093450083446,1e-05,2,9.601674873021,9.55741652557889,284,171.586411,5442
"1351","0000011Ba",284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,289.575134,34.34149281,1e-05,0.15,6.970171106,6.63352345111111,284,908.635254,646225
"1352","0000011Bbb",568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,578.916687,76.94520052,1e-05,0.05,1.615028725,0.68336525,568,0,1
"1353","0000011Bbb",568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,578.916687,76.94520052,1e-05,0.05,1.615028725,0.68336525,567,0,1
"1354","0000011Bd",284,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,542.678284,69.99589822,1e-05,0.075,3.268494793,2.52054977,284,0,1
"1355","0000011C",285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,133.805984,12.0215203074051,1e-05,2,10,10,285,166.704071,5313
"1356","0000011Ca",285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,298.685516,33.45886833,1e-05,0.15,5.449170661,4.94352295666667,285,0,1
"1357","0000011Cb",569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,397.8862,46.94654036,1e-05,0.05,1.473366234,0.525962482222222,569,0,1
"1358","0000011Cbb",570,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,394.689941,48.32638653,1e-05,0.05,1.526319764,0.584799737777778,570,0,1
"1359","0000011Cd",285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,191.458679,20.01879484,1e-05,0.075,2.992496706,2.21388522888889,285,0,1
"1360","0000011D",286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,233.982025,23.3853054957738,1e-05,2,10,10,286,288.550751,14880
"1361","0000011Da",286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,322.301636,35.30582833,1e-05,0.15,5.629014963,5.14334995888889,286,782.56665,193145
"1362","0000011Db",571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,381.813477,48.04563762,1e-05,0.05,2.103919868,1.22657763111111,571,0,1
"1363","0000011Dbb",572,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,322.301941,35.30582833,1e-05,0.05,1.761593242,0.846214713333333,572,0,1
"1364","0000011Dd",286,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,322.30191,35.30582833,1e-05,0.075,3.041324618,2.26813846444444,286,0,1
"1365","0000011E",287,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,164.131592,19.0411568280478,1e-05,2,9.975629290779,9.97292143419889,287,182.818512,4433
"1366","0000011Ea",287,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.941315,27.28601883,1e-05,0.15,6.270949454,5.85661050444444,287,486.840912,31902
"1367","0000011Eb",573,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,628.97583,70.21837464,1e-05,0.05,1.457246035,0.50805115,573,0,1
"1368","0000011Ebb",574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,289.146698,35.78936968,1e-05,0.05,1.498929166,0.55436574,574,0,1
"1369","0000011Ed",287,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,372.821411,46.45237043,1e-05,0.075,2.950651568,2.16739063111111,287,905.852417,112721
"1370","0000011F",288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.626753,2.45928164519826,1e-05,2,9.791806334109,9.76867370456555,288,269.684875,21444
"1371","0000011Fa",288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.626753,2.45924538,1e-05,0.15,5.462630844,4.95847871555556,288,23.50724,17
"1372","0000011Fb",575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,364.764648,46.59604848,1e-05,0.05,1.695372909,0.772636565555556,575,0,1
"1373","0000011Fbb",576,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.626753,2.45924538,1e-05,0.05,1.988860639,1.09873404333333,576,23.509193,17
"1374","0000011Fd",288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.626753,2.45924538,1e-05,0.075,3.040090675,2.26676741666667,288,23.508705,17
"1375","00000120",289,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,255.071503,29.9609805135679,1e-05,2,9.807969785034,9.78663309448222,289,275.848663,20189
"1376","00000120a",289,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,327.905914,40.30304392,1e-05,0.15,5.495464921,4.99496102333333,289,1089.868652,731857
"1377","00000120b",577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,532.997192,66.73912074,1e-05,0.05,1.473152607,0.525725118888889,577,0,1
"1378","00000120bb",578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,530.157532,66.79394707,1e-05,0.05,1.385510076,0.428344528888889,578,0,1
"1379","00000120d",289,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,704.129944,94.38505594,1e-05,0.075,3.11611065,2.35123405555556,289,0,1
"1380","00000121",290,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,72.810295,7.29104373850227,1e-05,2,9.914023287139,9.90447031904333,290,78.502853,841
"1381","00000121a",290,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,510.970154,64.52760356,1e-05,0.15,6.178281331,5.75364592333333,290,0,1
"1382","00000121b",579,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,739.479004,96.15253842,1e-05,0.05,1.645131342,0.716812602222222,579,0,1
"1383","00000121bb",580,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,486.550018,67.41770439,1e-05,0.05,1.472754317,0.525282574444444,580,0,1
"1384","00000121d",290,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,649.249023,80.9725079,1e-05,0.075,2.840625732,2.04513970222222,290,1380.660156,333967
"1385","00000122",291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150.270508,14.2954878915334,1e-05,2,9.685710329423,9.65078925491444,291,192.862518,6840
"1386","00000122a",291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,499.3992,65.10219762,1e-05,0.15,6.784565145,6.42729460555556,291,909.903992,384272
"1387","00000122b",581,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,218.114395,23.7026781,1e-05,0.05,1.6262993,0.695888111111111,581,0,1
"1388","00000122bb",582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,146.778748,14.57095378,1e-05,0.05,1.344853748,0.383170831111111,582,0,1
"1389","00000122d",291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,146.778732,14.57095378,1e-05,0.075,3.208437532,2.45381948,291,0,1
"1390","00000123",292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114.774475,12.6032264853805,1e-05,2,10,10,292,128.761124,4065
"1391","00000123a",292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114.774475,12.60304063,1e-05,0.15,6.251418686,5.83490965111111,292,434.795776,82041
"1392","00000123b",583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,719.242004,100.4748627,1e-05,0.05,1.434036561,0.482262845555556,583,0,1
"1393","00000123bb",584,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,114.774475,12.60304063,1e-05,0.05,1.781213272,0.868014746666667,584,0,1
"1394","00000123d",292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114.774475,12.60304063,1e-05,0.075,2.432923792,1.59213754666667,292,720.829529,68972
"1395","00000124",293,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,247.602905,31.4435949879266,1e-05,2,10,10,293,275.562744,12489
"1396","00000124a",293,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,373.527222,49.58773912,1e-05,0.15,6.299595365,5.88843929444444,293,811.576416,384314
"1397","00000124b",585,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,431.425262,44.54597435,1e-05,0.05,1.91638942,1.01821046666667,585,0,1
"1398","00000124bb",586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,416.525391,51.91770523,1e-05,0.05,1.585708868,0.650787631111111,586,0,1
"1399","00000124d",293,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,561.950134,75.41169953,1e-05,0.075,3.060322596,2.28924732888889,293,0,1
"1400","00000125",294,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115.550102,10.1398779862952,1e-05,2,9.942200688873,9.93577854319222,294,183.682846,3741
"1401","00000125a",294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,260.674744,24.48218772,1e-05,0.15,5.954991969,5.50554663222222,294,0,1
"1402","00000125b",587,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,340.445862,39.37218746,1e-05,0.05,2.073629357,1.19292150777778,587,0,1
"1403","00000125bb",588,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,656.725098,79.85226133,1e-05,0.05,1.497390501,0.552656112222222,588,0,1
"1404","00000125d",294,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,569.737915,68.96741716,1e-05,0.075,3.305029354,2.56114372666667,294,1477.762085,579906
"1405","00000126",295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,262.027557,27.0344419886336,1e-05,2,9.867162929486,9.85240325498444,295,312.9328,13868
"1406","00000126a",295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,455.880188,54.83098463,1e-05,0.15,6.058519691,5.62057743444444,295,1014.952759,419370
"1407","00000126b",589,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,780.989502,111.1696885,1e-05,0.05,1.986536189,1.09615132111111,589,0,1
"1408","00000126bb",590,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,678.031555,85.94776046,1e-05,0.05,1.411536676,0.457262973333333,590,0,1
