,id,...1.x,x070,x075,x080,x085,x090,x095,x099,x100,more_than_one_mutant,first_mutant_init_time,pop_radius_at_first_mut_init,mu_driver_birth,s_driver_birth,birth_rate_end_mean,sr1,...1.y,sweep_complete_time,sweep_complete_size,sweep_complete_ID,sim_length,sim_size
13,00000003,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.356949,6.307831305,1e-05,2,5.833403,5.370447778,4,76.062538,1719,1,227.956299,1e+06
14,00000003a,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,252.13269,30.73668398,1e-05,0.05,1.129393873,0.14377097,504,0,0,0,2000,353522
15,00000003aa,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.356949,6.307831305,1e-05,0.05,1.120835,0.134261111,4,1193.172485,201565,1,2000,649557
16,00000003d,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,582.783691,74.4986656,1e-05,0.075,1.263294944,0.292549938,4,0,0,0,2000,491327
17,00000004,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,205.54332,29.13644567,1e-05,2,8.387368,8.208186667,5,218.615051,10048,1,314.535461,1e+06
18,00000004a,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,371.584229,44.17644069,1e-05,0.05,1.240499169,0.267221299,505,0,0,0,2000,661963
19,00000004aa,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,391.082489,58.12521941,1e-05,0.05,1.221707704,0.246341893,5,0,0,0,2000,618537
20,00000004d,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,373.567963,54.05631097,1e-05,0.075,1.312571177,0.347301308,5,0,0,0,1991.857178,1e+06
21,00000005,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29.782209,3.241022407,1e-05,2,3.287779,2.541976667,6,38.773224,210,1,356.012939,1e+06
22,00000005a,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,443.831482,55.86616538,1e-05,0.05,1.174524503,0.193916114,506,0,0,0,2000,416581
23,00000005aa,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,416.973114,48.53670227,1e-05,0.05,1.147754221,0.164171357,6,0,0,0,2000,376510
24,00000005d,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,259.640015,27.0752224,1e-05,0.075,1.326042558,0.362269509,6,0,0,0,1898.536133,1e+06
25,00000006,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230.88356,35.99777141,1e-05,2,4.281766,3.646406667,7,304.708313,83768,6,465.97049,1e+06
26,00000006a,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,567.070312,70.2115746,1e-05,0.05,1.14794459,0.164382878,507,0,0,0,2000,327715
27,00000006aa,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,621.572327,92.57352249,1e-05,0.05,1.187109529,0.207899477,7,0,0,0,2000,477815
28,00000006d,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,373.888184,53.76404074,1e-05,0.075,1.30708,0.3412,7,1290.729614,308697,23,1930.936279,1e+06
29,00000007,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.071404,8.311031543,1e-05,2,5.475529,4.97281,8,105.959007,2540,2,268.747498,1e+06
30,00000007a,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,426.21048,53.95906345,1e-05,0.05,1.18732538,0.208139311,508,0,0,0,2000,526732
31,00000007aa,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.071457,8.311031543,1e-05,0.05,1.111888,0.12432,8,824.061829,73784,2,2000,585346
32,00000007d,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,381.816559,43.63268762,1e-05,0.075,1.261844114,0.290937904,8,0,0,0,2000,755029
33,00000008,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,292.681,34.00149271,1e-05,2,2.745478,1.93942,9,360.509003,17946,6,709.848816,1e+06
34,00000008a,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,570.691956,76.19066475,1e-05,0.05,1.150041468,0.166712742,509,0,0,0,2000,333406
35,00000008aa,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,775.941956,102.9703953,1e-05,0.05,1.237174437,0.263527152,9,0,0,0,2000,513398
36,00000008d,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,283.391327,32.36599814,1e-05,0.075,1.305462,0.339402222,9,1550.52832,655911,9,1827.098999,1e+06
37,00000009,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172.669983,20.18506018,1e-05,2,6.942364,6.602626667,10,186.657166,8434,2,305.347321,1e+06
38,00000009a,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,357.527557,40.48428836,1e-05,0.05,1.112280211,0.12475579,510,0,0,0,2000,417953
39,00000009aa,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,581.256714,74.41957881,1e-05,0.05,1.161171016,0.179078907,10,0,0,0,2000,382729
40,00000009d,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,740.973022,94.60737651,1e-05,0.075,1.285616131,0.317351257,10,0,0,0,2000,692845
41,0000000A,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,257.745117,26.47486297,1e-05,2,6.264212,5.849124444,11,278.972931,16918,1,405.629517,1e+06
42,0000000Aa,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,346.688843,45.63313791,1e-05,0.05,1.366437746,0.407153051,511,0,0,0,2000,494520
43,0000000Aaa,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,387.743317,45.52489065,1e-05,0.05,1.197925433,0.219917148,11,0,0,0,2000,488999
44,0000000Ad,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,312.404114,34.02956606,1e-05,0.075,1.289903,0.322114444,11,804.995117,80594,5,1887.575439,1e+06
45,0000000B,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,202.68895,24.59892464,1e-05,2,3.389603,2.655114444,12,247.915604,15812,2,515.29834,1e+06
46,0000000Ba,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,379.827789,46.70181303,1e-05,0.05,1.15560222,0.172891356,512,0,0,0,2000,459132
47,0000000Baa,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,567.442627,73.66293932,1e-05,0.05,1.190929946,0.212144384,12,0,0,0,2000,421353
48,0000000Bd,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,454.426178,57.92499038,1e-05,0.075,1.258714988,0.287461098,12,0,0,0,2000,558880
49,0000000C,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,215.21463,23.76972966,1e-05,2,2.240859,1.378732222,13,293.355042,12756,1,774.789978,1e+06
50,0000000Ca,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,617.78479,84.32888691,1e-05,0.05,1.140571988,0.156191098,513,0,0,0,2000,320540
51,0000000Caa,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,383.319611,45.00097217,1e-05,0.05,1.123171695,0.136857439,13,0,0,0,2000,328772
52,0000000Cd,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,477.152161,59.00570765,1e-05,0.075,1.282122629,0.313469588,13,0,0,0,2000,796238
53,0000000D,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160.019775,13.39876023,1e-05,2,3.021886,2.24654,14,191.97084,3980,1,525.352051,1e+06
54,0000000Da,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,347.679779,39.84632621,1e-05,0.05,1.219522458,0.243913842,514,0,0,0,2000,566082
55,0000000Daa,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,663.77948,80.99019585,1e-05,0.05,1.138440723,0.153823026,14,0,0,0,2000,320022
56,0000000Dd,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,363.180542,33.72419344,1e-05,0.075,1.230529734,0.256144149,14,0,0,0,2000,473566
57,0000000E,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,175.652954,18.94870844,1e-05,2,3.058203,2.286892222,15,220.55835,10722,1,535.965515,1e+06
58,0000000Ea,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,571.398438,69.47554328,1e-05,0.05,1.145671829,0.161857588,515,0,0,0,2000,306799
59,0000000Eaa,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,330.233795,39.48117922,1e-05,0.05,1.223447633,0.248275148,15,0,0,0,2000,731382
60,0000000Ed,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,594.437866,76.14260481,1e-05,0.075,1.17616962,0.195744022,15,0,0,0,2000,402213
61,0000000F,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,161.772888,16.85029431,1e-05,2,6.649871,6.277634444,16,177.15062,7943,4,301.36322,1e+06
62,0000000Fa,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,340.37793,38.15273397,1e-05,0.05,1.138127844,0.153475382,516,0,0,0,2000,484318
63,0000000Faa,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,522.353882,65.86535841,1e-05,0.05,1.183490837,0.203878708,16,0,0,0,2000,437705
64,0000000Fd,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,547.892212,68.97664727,1e-05,0.075,1.207781488,0.23086832,16,0,0,0,2000,509501
65,00000010,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.970093,26.33019051,1e-05,2,6.039717,5.599685556,17,239.783859,8611,3,377.447021,1e+06
66,00000010a,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,68.532173,9.491137855,1e-05,0.05,1.136740088,0.151933431,517,0,0,0,2000,506901
67,00000010aa,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,602.455444,79.26612671,1e-05,0.05,1.097864889,0.108738766,17,0,0,0,2000,280115
68,00000010d,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,885.473328,119.2403707,1e-05,0.075,1.524321518,0.582579464,17,0,0,0,2000,883194
69,00000011,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,155.801407,18.63534507,1e-05,2,2.192645432,1.325161591,18,0,0,0,725.958923,1e+06
70,00000011a,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,251.358414,29.73659133,1e-05,0.05,1.149794428,0.166438253,518,0,0,0,2000,574591
71,00000011aa,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,633.889099,83.51721102,1e-05,0.05,1.148082188,0.164535764,18,0,0,0,2000,415400
72,00000011d,18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,215.726944,26.21509192,1e-05,0.075,1.277050686,0.307834096,18,0,0,0,2000,897093
73,00000012,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,251.938217,30.29860907,1e-05,2,5.027318,4.474797778,19,280.905762,16034,3,445.012268,1e+06
74,00000012a,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,768.355286,105.0362826,1e-05,0.05,1.389903099,0.433225666,519,0,0,0,2000,746696
75,00000012aa,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,471.554718,58.45559535,1e-05,0.05,1.142570559,0.158411732,19,0,0,0,2000,307791
76,00000012d,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,461.523285,57.92773792,1e-05,0.075,1.266631681,0.296257423,19,0,0,0,2000,541876
77,00000013,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,144.77037,11.47955979,1e-05,2,2.212253,1.346947778,20,187.212906,3768,1,704.294617,1e+06
78,00000013a,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,529.318665,72.58118638,1e-05,0.05,1.247156391,0.274618212,520,0,0,0,2000,648077
79,00000013aa,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,517.87915,61.44488229,1e-05,0.05,1.120259005,0.133621117,20,0,0,0,2000,403766
80,00000013d,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,246.657333,20.04263147,1e-05,0.075,1.238716,0.26524,20,861.279602,96918,3,2000,985360
81,00000014,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266.555328,26.46283714,1e-05,2,4.764802,4.183113333,21,300.189941,19530,1,472.677795,1e+06
82,00000014a,41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,183.092606,18.08929415,1e-05,0.05,1.294115,0.326794444,521,553.96283,36845,3,1779.538452,1e+06
83,00000014aa,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,361.544647,39.64611227,1e-05,0.05,1.260296,0.289217778,21,1351.21228,314151,6,2000,940874
84,00000014d,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,651.662109,78.98049658,1e-05,0.075,1.177586607,0.197318452,21,0,0,0,2000,375452
85,00000015,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,138.341003,11.61737456,1e-05,2,2.16512,1.294577778,22,177.676758,2470,1,724.893311,1e+06
86,00000015a,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,495.208252,66.73196616,1e-05,0.05,1.207496093,0.230551214,522,0,0,0,2000,419019
87,00000015aa,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,337.151886,34.51254256,1e-05,0.05,1.203833688,0.226481876,22,0,0,0,2000,582632
88,00000015d,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,784.142029,98.46522647,1e-05,0.075,1.246335418,0.27370602,22,0,0,0,2000,469221
89,00000016,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,124.433456,16.42944867,1e-05,2,5.151894,4.613215556,23,139.982147,6020,1,308.260101,1e+06
90,00000016a,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,459.652924,56.38509682,1e-05,0.05,1.162314292,0.180349213,523,0,0,0,2000,400684
91,00000016aa,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,223.823288,28.23767457,1e-05,0.05,1.139565861,0.155073179,23,0,0,0,2000,416763
92,00000016d,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,629.734802,83.99985266,1e-05,0.075,1.25734317,0.285936856,23,0,0,0,2000,596089
93,00000017,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,290.182465,37.2877672,1e-05,2,3.048230191,2.275811324,24,0,0,0,742.177124,1e+06
94,00000017a,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,496.46524,65.52376473,1e-05,0.05,1.237631323,0.264034803,524,0,0,0,2000,522973
95,00000017aa,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,315.790222,40.10511008,1e-05,0.05,1.135982593,0.15109177,24,0,0,0,2000,376970
96,00000017d,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,697.061829,95.74116039,1e-05,0.075,1.207298905,0.230332117,24,0,0,0,2000,439929
97,00000018,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172.079773,20.46694433,1e-05,2,3.306977,2.563307778,25,203.019287,6608,1,493.239929,1e+06
98,00000018a,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,201.241638,23.41216829,1e-05,0.05,1.162520544,0.180578382,525,0,0,0,2000,358258
99,00000018aa,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,242.32515,29.19647025,1e-05,0.05,1.161061823,0.178957581,25,0,0,0,2000,465692
100,00000018d,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,242.325104,29.19647025,1e-05,0.075,1.21705288,0.241169867,25,0,0,0,2000,749926
101,00000019,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110.083115,10.94004192,1e-05,2,4.235389,3.594876667,26,124.760094,2834,1,343.180817,1e+06
102,00000019a,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,382.177063,42.7929524,1e-05,0.05,1.119888972,0.133209969,526,0,0,0,2000,336496
103,00000019aa,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,407.610687,47.73657377,1e-05,0.05,1.148479628,0.164977364,26,0,0,0,2000,431603
104,00000019d,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,171.238434,17.52623862,1e-05,0.075,1.22906,0.254511111,26,524.834595,28700,3,1961.298218,1e+06
105,0000001A,27,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,197.336731,20.69122512,1e-05,2,1.651707379,0.72411931,27,0,0,0,1167.296997,1e+06
106,0000001Aa,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,938.96637,129.6408963,1e-05,0.05,1.267006549,0.296673943,527,0,0,0,2000,529187
107,0000001Aaa,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,432.647858,51.82565793,1e-05,0.05,1.140530465,0.156144961,27,0,0,0,2000,400005
108,0000001Ad,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,421.302124,51.08330889,1e-05,0.075,1.233378447,0.259309386,27,0,0,0,2000,661841
109,0000001B,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279.272797,31.12772548,1e-05,2,5.44046,4.933844444,28,303.98941,15693,4,454.99588,1e+06
110,0000001Ba,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,514.136841,70.72651456,1e-05,0.05,1.191721523,0.213023914,528,0,0,0,2000,408186
111,0000001Baa,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,630.101868,82.37554342,1e-05,0.05,1.227964914,0.253294349,28,0,0,0,2000,361332
112,0000001Bd,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,499.888153,64.19624675,1e-05,0.075,1.276330401,0.307033779,28,0,0,0,2000,866636
113,0000001C,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,219.527863,28.01699804,1e-05,2,8.863942,8.737713333,29,240.662781,32660,3,321.698547,1e+06
114,0000001Ca,57,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,347.584442,47.66316878,1e-05,0.05,1.207617655,0.230686283,529,0,0,0,2000,686625
115,0000001Caa,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,419.718109,53.26439726,1e-05,0.05,1.120691319,0.134101466,29,0,0,0,2000,419486
116,0000001Cd,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,349.937531,43.90540594,1e-05,0.075,1.223453936,0.248282151,29,0,0,0,2000,782264
117,0000001D,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278.263153,33.49214891,1e-05,2,6.630125,6.255694444,30,300.634369,17682,4,419.061005,1e+06
118,0000001Da,59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,340.291779,40.12494741,1e-05,0.05,1.157152918,0.174614353,530,0,0,0,2000,493196
119,0000001Daa,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,601.193054,78.24965796,1e-05,0.05,1.154765078,0.171961198,30,0,0,0,2000,359539
120,0000001Dd,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,668.774597,90.37781802,1e-05,0.075,1.265071912,0.294524347,30,0,0,0,2000,668242
121,0000001E,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,153.793808,17.73387063,1e-05,2,4.734461,4.149401111,31,174.039398,7855,1,357.798004,1e+06
122,0000001Ea,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,544.650574,70.4537037,1e-05,0.05,1.175939891,0.195488768,531,0,0,0,2000,388918
123,0000001Eaa,62,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,713.871216,94.77545399,1e-05,0.05,1.277677332,0.308530369,31,0,0,0,2000,528259
124,0000001Ed,31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,335.231995,39.27505199,1e-05,0.075,1.253118056,0.281242284,31,0,0,0,2000,738926
125,0000001F,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207.369385,22.84793674,1e-05,2,6.299776,5.88864,32,224.01207,10393,1,356.067749,1e+06
126,0000001Fa,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,338.940796,31.90540732,1e-05,0.05,1.196949862,0.21883318,532,0,0,0,2000,462671
127,0000001Faa,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,547.876221,69.58312783,1e-05,0.05,1.216762331,0.240847034,32,0,0,0,2000,468251
128,0000001Fd,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,647.269165,84.93255348,1e-05,0.075,1.219286564,0.243651738,32,0,0,0,2000,643223
129,00000020,33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,116.745758,12.81592374,1e-05,2,1.8835,0.981666667,33,190.164246,8573,1,829.81543,1e+06
130,00000020a,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,745.957153,97.34518638,1e-05,0.05,1.141678439,0.157420488,533,0,0,0,2000,296770
131,00000020aa,66,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,353.796143,45.00097217,1e-05,0.05,1.132416699,0.147129666,33,0,0,0,2000,378201
132,00000020d,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,327.479858,41.64697552,1e-05,0.075,1.203309206,0.225899118,33,0,0,0,2000,544129
133,00000021,34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274.408112,25.45739437,1e-05,2,4.682255,4.091394444,34,322.900024,49329,2,483.338257,1e+06
134,00000021a,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,298.645966,33.21059704,1e-05,0.05,1.169987015,0.188874461,534,0,0,0,2000,446331
