,id,...1.x,x070,x075,x080,x085,x090,x095,x099,x100,more_than_one_mutant,first_mutant_init_time,pop_radius_at_first_mut_init,mu_driver_birth,s_driver_birth,birth_rate_end_mean,sr1,...1.y,sweep_complete_time,sweep_complete_size,sweep_complete_ID,sim_length,sim_size 
696,000000ADd,174,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,595.44751,77.51398204,1e-05,0.075,1.526147747,0.584608608,174,0,0,0,1843.154175,1e+06
697,000000AE,175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.566833,26.34831801,1e-05,2,3.851435,3.168261111,175,247.835632,7390,2,484.473907,1e+06
698,000000AEa,349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,515.28241,65.21455658,1e-05,0.05,1.186313894,0.207015438,675,0,0,0,2000,534905
699,000000AEaa,350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,337.351288,40.45282592,1e-05,0.05,1.185696269,0.206329188,175,0,0,0,2000,493370
700,000000AEd,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,431.936737,56.3116603,1e-05,0.075,1.23436002,0.260400022,175,0,0,0,2000,644153
701,000000AF,176,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,313.280792,38.31923153,1e-05,2,9.414323,9.349247778,176,338.78833,58941,4,409.359924,1e+06
702,000000AFa,351,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,449.76532,52.04629796,1e-05,0.05,1.169221641,0.188024046,676,0,0,0,2000,397252
703,000000AFaa,352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,756.651306,105.6767905,1e-05,0.05,1.223057731,0.247841923,176,0,0,0,2000,394671
704,000000AFd,176,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,408.425354,52.84140726,1e-05,0.075,1.294074524,0.326749471,176,0,0,0,2000,986075
705,000000B0,177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,235.962448,25.07313353,1e-05,2,2.986622,2.207357778,177,282.666199,11356,2,599.214417,1e+06
706,000000B0a,353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,405.602478,49.68713593,1e-05,0.05,1.179927282,0.199919202,677,0,0,0,2000,407995
707,000000B0aa,354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,552.691223,65.5771802,1e-05,0.05,1.172994915,0.192216572,177,0,0,0,2000,416176
708,000000B0d,177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,390.568939,42.74829887,1e-05,0.075,1.217988848,0.242209831,177,0,0,0,2000,484927
709,000000B1,178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,241.016861,24.98410869,1e-05,2,6.256388,5.840431111,178,263.58255,15523,2,392.000397,1e+06
710,000000B1a,355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,673.959839,81.78803249,1e-05,0.05,1.163890355,0.182100394,678,0,0,0,2000,354173
711,000000B1aa,356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,308.707184,33.54438027,1e-05,0.05,1.186321685,0.207024094,178,0,0,0,2000,470207
712,000000B1d,178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,469.051483,58.12795749,1e-05,0.075,1.185694645,0.206327383,178,0,0,0,2000,485989
713,000000B2,179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,148.793091,18.99065826,1e-05,2,6.358499,5.953887778,179,159.328384,4453,1,294.226929,1e+06
714,000000B2a,357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,276.193329,34.88407509,1e-05,0.05,1.140655882,0.156284313,679,0,0,0,2000,417481
715,000000B2aa,358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,148.793091,18.99065826,1e-05,0.05,1.16912395,0.1879155,179,0,0,0,2000,564327
716,000000B2d,179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,518.329834,68.82419209,1e-05,0.075,1.508339143,0.56482127,179,0,0,0,1931.771484,1e+06
717,000000B3,180,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.490646,21.97444191,1e-05,2,2.195229,1.328032222,180,289.877655,12072,3,783.459351,1e+06
718,000000B3a,359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,375.970825,38.57588259,1e-05,0.05,1.206969199,0.229965777,680,0,0,0,2000,613753
719,000000B3aa,360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,635.094421,79.68466358,1e-05,0.05,1.165233872,0.183593191,180,0,0,0,2000,347867
720,000000B3d,180,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,483.493317,57.55010309,1e-05,0.075,1.409988,0.455542222,180,1364.907593,436860,30,1776.976562,1e+06
721,000000B4,181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151.734772,17.50806729,1e-05,2,2.549202,1.721335556,181,253.760834,43165,2,605.929382,1e+06
722,000000B4a,361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,376.993988,51.19534747,1e-05,0.05,1.132194081,0.146882312,681,0,0,0,2000,434377
723,000000B4aa,362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,449.548462,58.9274346,1e-05,0.05,1.168747741,0.18749749,181,0,0,0,2000,495601
724,000000B4d,181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209.250702,24.59892464,1e-05,0.075,1.315682,0.350757778,181,678.808655,69070,4,1735.666626,1e+06
725,000000B5,182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,139.146667,16.81247093,1e-05,2,1.822359,0.913732222,182,216.974915,7545,3,897.880127,1e+06
726,000000B5a,363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,461.925476,56.3031807,1e-05,0.05,1.138688135,0.154097928,682,0,0,0,2000,360645
727,000000B5aa,364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,425.344116,47.5762714,1e-05,0.05,1.19393056,0.2154784,182,0,0,0,2000,664374
728,000000B5d,182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,425.344055,47.5762714,1e-05,0.075,1.299798,0.333108889,182,1648.040771,547061,14,2000,947901
729,000000B6,183,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,237.484467,26.19687223,1e-05,2,5.473574,4.970637778,183,264.966034,20262,1,412.868835,1e+06
730,000000B6a,365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,646.4422,79.49669478,1e-05,0.05,1.157009976,0.174455529,683,0,0,0,2000,353349
731,000000B6aa,366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,573.358765,75.21093662,1e-05,0.05,1.170707272,0.189674747,183,0,0,0,2000,347596
732,000000B6d,183,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,422.937286,53.49397982,1e-05,0.075,1.201218828,0.223576476,183,0,0,0,2000,576309
733,000000B7,184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40.860836,4.820437915,1e-05,2,5.571597,5.079552222,184,49.75391,1440,1,211.325424,1e+06
734,000000B7a,367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,586.007812,80.51323389,1e-05,0.05,1.151670386,0.168522651,684,0,0,0,2000,306829
735,000000B7aa,368,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40.860836,4.820437915,1e-05,0.05,1.11429,0.126988889,184,459.871643,23863,1,2000,646084
736,000000B7d,184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40.860836,4.820437915,1e-05,0.075,1.171435,0.190483333,184,224.897171,6226,1,2000,905363
737,000000B8,185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,190.102692,21.31263024,1e-05,2,3.507712,2.786346667,185,230.001846,14102,2,490.619049,1e+06
738,000000B8a,369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,694.534424,91.81741303,1e-05,0.05,1.292196133,0.32466237,685,0,0,0,2000,571721
739,000000B8aa,370,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,661.548828,87.25625575,1e-05,0.05,1.232336845,0.25815205,185,0,0,0,2000,480817
740,000000B8d,185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,391.01062,48.61533611,1e-05,0.075,1.192309691,0.213677434,185,0,0,0,2000,554035
741,000000B9,186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,208.94487,18.81384048,1e-05,2,4.435146,3.816828889,186,226.828949,4824,2,431.510986,1e+06
742,000000B9a,371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,502.334015,61.03947262,1e-05,0.05,1.194134052,0.215704502,686,0,0,0,2000,424360
743,000000B9aa,372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,274.303528,34.02956606,1e-05,0.05,1.296172,0.32908,186,768.828369,79458,10,1852.401978,1e+06
744,000000B9d,186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,599.007507,78.51159753,1e-05,0.075,1.339139811,0.376822012,186,0,0,0,2000,765860
745,000000BA,187,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,241.123428,31.00477151,1e-05,2,6.105798,5.673108889,187,263.637512,16513,2,396.1763,1e+06
746,000000BAa,373,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,436.620178,42.69614407,1e-05,0.05,1.21319314,0.236881267,687,0,0,0,2000,637024
747,000000BAaa,374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,241.123535,31.00477151,1e-05,0.05,1.141426676,0.157140751,187,0,0,0,2000,430304
748,000000BAd,187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,241.123535,31.00477151,1e-05,0.075,1.364534218,0.40503802,187,0,0,0,1910.873779,1e+06
749,000000BB,188,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,146.299591,13.01310338,1e-05,2,5.458562,4.953957778,188,161.24675,5476,1,320.345551,1e+06
750,000000BBa,375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51.226154,6.793742231,1e-05,0.05,1.152394139,0.169326821,688,0,0,0,2000,313302
751,000000BBaa,376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,432.609955,52.61200215,1e-05,0.05,1.110298496,0.122553884,188,0,0,0,2000,358510
752,000000BBd,188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,776.865295,104.0910669,1e-05,0.075,1.356795284,0.396439204,188,0,0,0,2000,636351
753,000000BC,189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.233688,9.253397181,1e-05,2,5.918139,5.464598889,189,98.906181,1979,1,248.803772,1e+06
754,000000BCa,377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,187.848434,17.67093654,1e-05,0.05,1.229577295,0.255085883,689,0,0,0,2000,593571
755,000000BCaa,378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,508.776855,64.26562669,1e-05,0.05,1.143515775,0.159461972,189,0,0,0,2000,428270
756,000000BCd,189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,481.305237,62.3576264,1e-05,0.075,1.40019068,0.444656311,189,0,0,0,1963.721558,1e+06
757,000000BD,190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,228.009628,28.14734991,1e-05,2,6.138846,5.709828889,190,256.690613,26790,1,382.580811,1e+06
758,000000BDa,379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,607.190613,77.47290632,1e-05,0.05,1.211580311,0.235089234,690,0,0,0,2000,516004
759,000000BDaa,380,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,494.688751,65.28772998,1e-05,0.05,1.111544842,0.123938713,190,0,0,0,2000,330441
760,000000BDd,190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,228.009628,28.14734991,1e-05,0.075,1.192707,0.214118889,190,1544.712646,440173,1,2000,826883
761,000000BE,191,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,162.455215,16.32254192,1e-05,2,4.593421,3.99269,191,181.732025,5875,2,375.143402,1e+06
762,000000BEa,381,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,273.434143,36.7806609,1e-05,0.05,1.187113848,0.207904276,691,0,0,0,2000,657137
763,000000BEaa,382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,570.929077,73.21868001,1e-05,0.05,1.175970101,0.195522334,191,0,0,0,2000,499458
764,000000BEd,191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,518.387695,64.75903605,1e-05,0.075,1.196832016,0.21870224,191,0,0,0,2000,445855
765,000000BF,192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.330139,24.50817731,1e-05,2,2.626742,1.807491111,192,287.694,15536,4,663.673218,1e+06
766,000000BFa,383,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,361.921326,46.75630758,1e-05,0.05,1.324728006,0.360808896,692,0,0,0,2000,834905
767,000000BFaa,384,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,529.419495,64.72461983,1e-05,0.05,1.194707026,0.21634114,192,0,0,0,2000,437236
768,000000BFd,192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,348.073975,41.23218527,1e-05,0.075,1.175922434,0.195469371,192,0,0,0,2000,657667
769,000000C0,193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.38884,24.4301256,1e-05,2,2.095132,1.216813333,193,299.040375,17824,2,817.54541,1e+06
770,000000C0a,385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,214.805542,30.24603466,1e-05,0.05,1.169712561,0.188569512,693,0,0,0,2000,496597
771,000000C0aa,386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,288.314178,35.83381198,1e-05,0.05,1.123195957,0.136884397,193,0,0,0,2000,385616
772,000000C0d,193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,632.493103,86.80089289,1e-05,0.075,1.311298776,0.345887529,193,0,0,0,2000,686644
773,000000C1,194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,282.960297,36.79364002,1e-05,2,4.936948,4.374386667,194,356.186371,119879,3,482.780426,1e+06
774,000000C1a,387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,612.865906,80.93318749,1e-05,0.05,1.154138183,0.171264648,694,0,0,0,2000,369120
775,000000C1aa,388,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,614.721985,82.39872494,1e-05,0.05,1.165306691,0.183674101,194,0,0,0,2000,371750
776,000000C1d,194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,251.28923,29.88075017,1e-05,0.075,1.1797623,0.199735889,194,0,0,0,2000,590920
777,000000C2,195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206.972595,22.91054347,1e-05,2,10,10,195,220.564178,16265,2,296.643036,1e+06
778,000000C2a,389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,297.765259,35.35087853,1e-05,0.05,1.149040751,0.165600834,695,0,0,0,2000,316196
779,000000C2aa,390,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,523.721619,67.67923804,1e-05,0.05,1.260556175,0.289506861,195,0,0,0,2000,626434
780,000000C2d,195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206.97261,22.91054347,1e-05,0.075,1.342861,0.380956667,195,607.586243,61693,2,1645.401367,1e+06
781,000000C3,196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,131.295502,12.39934172,1e-05,2,1.895238,0.994708889,196,209.694351,8697,1,851.332764,1e+06
782,000000C3a,391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,288.452209,33.31586068,1e-05,0.05,1.161469096,0.179410107,696,0,0,0,2000,498218
783,000000C3aa,392,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,525.8526,64.39427682,1e-05,0.05,1.147101856,0.163446507,196,0,0,0,2000,399628
784,000000C3d,196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,577.929749,71.3605042,1e-05,0.075,1.499768742,0.555298602,196,0,0,0,1853.067627,1e+06
785,000000C4,197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,255.846176,29.48936434,1e-05,2,4.093103,3.436781111,197,297.969727,21616,2,504.177185,1e+06
786,000000C4a,393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,451.134918,61.26589735,1e-05,0.05,1.210506806,0.233896451,697,0,0,0,2000,490919
787,000000C4aa,394,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,388.330048,46.35633766,1e-05,0.05,1.231472031,0.257191146,197,0,0,0,2000,762721
788,000000C4d,197,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,449.691803,55.06848723,1e-05,0.075,1.23586316,0.262070178,197,0,0,0,2000,629864
789,000000C5,198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,235.283005,19.45431712,1e-05,2,6.534664,6.149626667,198,249.50354,7161,2,378.323975,1e+06
790,000000C5a,395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,501.538727,60.22046607,1e-05,0.05,1.170900114,0.189889016,698,0,0,0,2000,426939
791,000000C5aa,396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,585.166504,68.68066834,1e-05,0.05,1.259322857,0.288136508,198,0,0,0,2000,619891
792,000000C5d,198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,648.216919,79.6886581,1e-05,0.075,1.343102534,0.381225038,198,0,0,0,2000,575173
793,000000C6,199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,273.604614,31.90540732,1e-05,2,3.376801,2.64089,199,352.858154,57678,5,583.908813,1e+06
794,000000C6a,397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,501.250061,66.10655359,1e-05,0.05,1.146058329,0.162287032,699,0,0,0,2000,329356
795,000000C6aa,398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,328.46228,39.25883937,1e-05,0.05,1.106813517,0.118681686,199,0,0,0,2000,316424
796,000000C6d,199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,336.179474,40.51572637,1e-05,0.075,1.216103415,0.240114906,199,0,0,0,2000,577688
797,000000C7,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260.552612,31.23491318,1e-05,2,3.56972,2.855244444,200,302.783691,16349,3,552.61908,1e+06
798,000000C7a,399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,306.488617,36.57236856,1e-05,0.05,1.143613088,0.159570098,700,0,0,0,2000,366272
799,000000C7aa,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,220.015747,26.18471873,1e-05,0.05,1.114153969,0.126837743,200,0,0,0,2000,383184
800,000000C7d,200,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,368.695892,45.71676621,1e-05,0.075,1.299656591,0.332951768,200,0,0,0,2000,786998
801,000000C8,201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300.147095,33.23454987,1e-05,2,2.474941,1.638823333,201,368.755219,15975,2,779.787476,1e+06
802,000000C8a,401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,231.237579,25.644263,1e-05,0.05,1.112989392,0.125543769,701,0,0,0,2000,352711
803,000000C8aa,402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,441.249023,51.80108436,1e-05,0.05,1.16413411,0.182371233,201,0,0,0,2000,414119
804,000000C8d,201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,489.302856,59.11350041,1e-05,0.075,1.279134469,0.31014941,201,0,0,0,2000,799110
805,000000C9,202,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114.665276,10.7047447,1e-05,2,2.171529,1.301698889,202,172.771805,6229,1,690.954468,1e+06
806,000000C9a,403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,550.337463,72.78701633,1e-05,0.05,1.234235654,0.260261838,702,0,0,0,2000,445998
807,000000C9aa,404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,218.109299,23.52744976,1e-05,0.05,1.138617006,0.154018896,202,0,0,0,2000,365587
808,000000C9d,202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,461.379303,54.48447484,1e-05,0.075,1.336784744,0.374205271,202,0,0,0,2000,594111
809,000000CA,203,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,245.88739,29.7954069,1e-05,2,2.091891,1.213212222,203,832.766724,873429,5,871.994324,1e+06
810,000000CAa,405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,126.05201,13.84277976,1e-05,0.05,1.183691922,0.204102136,703,0,0,0,2000,421290
811,000000CAaa,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,670.451294,93.39851407,1e-05,0.05,1.207479017,0.230532241,203,0,0,0,2000,538196
812,000000CAd,203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,320.421387,38.6830037,1e-05,0.075,1.197865786,0.219850873,203,0,0,0,2000,547968
813,000000CB,204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160.813126,22.82005639,1e-05,2,7.428904,7.143226667,204,171.362228,5352,3,283.735779,1e+06
814,000000CBa,407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,897.859802,124.657813,1e-05,0.05,1.256509412,0.285010458,704,0,0,0,2000,512733
815,000000CBaa,408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,386.675201,57.45876904,1e-05,0.05,1.242295762,0.269217513,204,0,0,0,2000,751729
816,000000CBd,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,581.778992,85.50032074,1e-05,0.075,1.184118344,0.204575938,204,0,0,0,2000,478049
817,000000CC,205,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,104.77668,9.917547823,1e-05,2,1.994026,1.104473333,205,158.817657,4192,1,764.253662,1e+06
818,000000CCa,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,713.461121,94.35132531,1e-05,0.05,1.173910467,0.193233852,705,0,0,0,2000,319516
819,000000CCaa,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,104.77668,9.917547823,1e-05,0.05,1.085869104,0.095410116,205,0,0,0,2000,336020
820,000000CCd,205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,372.524902,44.05016534,1e-05,0.075,1.223621094,0.248467882,205,0,0,0,2000,704629
821,000000CD,206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,186.346436,21.14770413,1e-05,2,1.55834,0.620377778,206,327.537781,17019,3,1198.273682,1e+06
822,000000CDa,411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,383.921936,47.76990239,1e-05,0.05,1.160680772,0.178534191,706,0,0,0,2000,412047
823,000000CDaa,412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,389.961853,47.79987827,1e-05,0.05,1.150744191,0.167493546,206,0,0,0,2000,375409
824,000000CDd,206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,313.986572,36.68100174,1e-05,0.075,1.391439,0.434932222,206,746.549561,91978,11,1622.588623,1e+06
825,000000CE,207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,67.681587,8.776730169,1e-05,2,2.163427231,1.292696924,207,0,0,0,699.140076,1e+06
826,000000CEa,413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,286.551727,37.45810965,1e-05,0.05,1.412299,0.45811,707,606.881653,50075,7,1559.956909,1e+06
827,000000CEaa,414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,295.976807,32.95079698,1e-05,0.05,1.121444107,0.134937897,207,0,0,0,2000,414176
828,000000CEd,207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,553.06781,71.17962109,1e-05,0.075,1.249269058,0.27696562,207,0,0,0,2000,442850
829,000000CF,208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,252.749008,22.41189417,1e-05,2,4.262493,3.624992222,208,282.841614,11387,3,488.206421,1e+06
