,id,...1.x,x070,x075,x080,x085,x090,x095,x099,x100,more_than_one_mutant,first_mutant_init_time,pop_radius_at_first_mut_init,mu_driver_birth,s_driver_birth,birth_rate_end_mean,sr1,sweep_complete_time,num_cell,sim_length,sim_size 
7008,00000FA7,4008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,254.980408,28.96154843,1e-05,0.4,8.712062239,8.568958044,308.033356,10117,473.432068,1e+06
7009,00000FA8,4009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,243.967651,30.04055829,1e-05,0.4,9.151662769,9.057403077,452.507263,274861,502.914368,1e+06
7010,00000FA9,4010,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,203.385269,24.10914753,1e-05,0.4,8.744877953,8.605419948,572.716492,265281,633.481995,1e+06
7011,00000FAA,4011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,380.10376,40.61441221,1e-05,0.4,8.855090012,8.727877791,0,1,676.137207,1e+06
7012,00000FAB,4012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,354.544739,54.84340272,1e-05,0.4,9.057752785,8.953058649,482.921387,120448,572.025879,1e+06
7013,00000FAC,4013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,173.022629,18.77177233,1e-05,0.4,9.731733335,9.701925928,389.345154,323970,430.260132,1e+06
7014,00000FAD,4014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,321.280731,34.94840562,1e-05,0.4,9.387680236,9.319644706,0,1,627.66925,1e+06
7015,00000FAE,4015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.674057,25.54514655,1e-05,0.4,8.952777096,8.836418996,307.55368,31361,427.275055,1e+06
7016,00000FAF,4016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,219.965271,22.66643573,1e-05,0.4,8.889981251,8.766645834,314.202118,14409,472.959961,1e+06
7017,00000FB0,4017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.312266,1.128395807,1e-05,0.4,9.047482787,8.941647541,7.24383,13,182.776733,1e+06
7018,00000FB1,4018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276.507935,36.43338268,1e-05,0.4,8.798870485,8.66541165,425.5448,48038,510.687164,1e+06
7019,00000FB2,4019,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,286.502075,33.0381112,1e-05,0.4,8.785127342,8.650141491,431.911499,28094,558.153992,1e+06
7020,00000FB3,4020,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,239.704544,22.24829143,1e-05,0.4,8.686101926,8.540113251,421.257721,43505,550.868652,1e+06
7021,00000FB4,4021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,282.092865,27.56497973,1e-05,0.4,9.221645312,9.135161458,412.223694,38997,550.422241,1e+06
7022,00000FB5,4022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,479.047729,52.50679227,1e-05,0.4,9.362784102,9.291982335,608.735291,107460,684.42511,1e+06
7023,00000FB6,4023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,246.282791,34.02071253,1e-05,0.4,9.598893593,9.554326214,309.011658,27707,403.414215,1e+06
7024,00000FB7,4024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,334.276337,42.10746202,1e-05,0.4,9.699252118,9.665835686,454.003418,24032,566.110474,1e+06
7025,00000FB8,4025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279.924438,34.44842891,1e-05,0.4,9.378401488,9.309334986,404.038147,39076,498.902466,1e+06
7026,00000FB9,4026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.78299,25.83632168,1e-05,0.4,8.849644185,8.721826872,395.817078,19291,541.157593,1e+06
7027,00000FBA,4027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,258.074921,28.91204618,1e-05,0.4,8.91886961,8.798744011,356.125153,48808,466.920959,1e+06
7028,00000FBB,4028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,150.856171,16.81271886,1e-05,0.4,9.670998314,9.634442571,0,1,459.708008,1e+06
7029,00000FBC,4029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,278.29425,34.23988737,1e-05,0.4,9.719771539,9.688635044,428.681061,47559,511.172943,1e+06
7030,00000FBD,4030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126.723602,13.06212582,1e-05,0.4,9.303317398,9.22590822,302.613037,15246,488.612915,1e+06
7031,00000FBE,4031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,178.870239,19.50362871,1e-05,0.4,9.295491085,9.217212317,242.051422,8160,410.271576,1e+06
7032,00000FBF,4032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,216.310196,23.28982703,1e-05,0.4,9.520550026,9.467277807,338.028198,16425,467.083313,1e+06
7033,00000FC0,4033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288.300873,34.37442575,1e-05,0.4,9.154063261,9.06007029,340.204895,23940,469.286163,1e+06
7034,00000FC1,4034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,246.118866,24.16848916,1e-05,0.4,9.211461984,9.123846649,590.912903,139373,672.427734,1e+06
7035,00000FC2,4035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,315.649994,37.72117649,1e-05,0.4,8.703393169,8.559325743,485.32135,113109,565.119385,1e+06
7036,00000FC3,4036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,101.390968,8.368407276,1e-05,0.4,8.841128919,8.712365466,207.98204,4233,485.567688,1e+06
7037,00000FC4,4037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,312.46759,37.51385759,1e-05,0.4,9.243408057,9.159342286,429.875275,31990,542.726379,1e+06
7038,00000FC5,4038,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,416.395996,49.19857479,1e-05,0.4,8.608884551,8.454316168,545.725525,125861,630.068481,1e+06
7039,00000FC6,4039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,376.147552,44.74626504,1e-05,0.4,8.996186464,8.884651627,623.782654,83059,718.786133,1e+06
7040,00000FC7,4040,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209.947586,19.67425316,1e-05,0.4,8.922372045,8.802635606,447.24649,49969,537.86969,1e+06
7041,00000FC8,4041,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,279.145233,32.22849348,1e-05,0.4,9.339145775,9.265717528,0,1,508.80188,1e+06
7042,00000FC9,4042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149.689087,12.67877098,1e-05,0.4,9.315338615,9.239265127,496.674316,33598,634.813599,1e+06
7043,00000FCA,4043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.230865,25.78699214,1e-05,0.4,8.856402252,8.729335835,319.557983,62250,429.213562,1e+06
7044,00000FCB,4044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,334.44165,42.55488634,1e-05,0.4,8.653971469,8.504412743,504.411102,38569,611.813049,1e+06
7045,00000FCC,4045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,254.555252,26.91643862,1e-05,0.4,9.210577281,9.122863646,429.523468,37577,538.325073,1e+06
7046,00000FCD,4046,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110.200539,12.24452442,1e-05,0.4,9.29357803,9.2150867,161.018982,2763,402.087952,1e+06
7047,00000FCE,4047,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,294.908508,36.09984915,1e-05,0.4,8.97968211,8.866313456,384.865509,32121,517.37854,1e+06
7048,00000FCF,4048,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,263.355896,35.47723792,1e-05,0.4,9.015812232,8.906458036,377.596252,43610,503.372284,1e+06
7049,00000FD0,4049,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,239.087433,26.98140434,1e-05,0.4,9.313025514,9.236695015,372.12973,29824,498.386688,1e+06
7050,00000FD1,4050,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,377.903412,48.46193976,1e-05,0.4,9.39200506,9.324450067,568.771301,684109,584.887512,1e+06
7051,00000FD2,4051,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,249.917892,29.27311883,1e-05,0.4,9.246964116,9.163293462,572.805481,56950,672.804626,1e+06
7052,00000FD3,4052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172.234131,22.68047502,1e-05,0.4,9.502422561,9.447136179,334.007843,22729,505.570892,1e+06
7053,00000FD4,4053,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,174.965652,18.86480714,1e-05,0.4,8.980990705,8.86776745,337.778412,25846,477.926544,1e+06
7054,00000FD5,4054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,177.87822,19.14119862,1e-05,0.4,9.559925329,9.511028144,327.794495,49600,430.070953,1e+06
7055,00000FD6,4055,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,155.209274,19.56880392,1e-05,0.4,8.840106972,8.711229969,333.560059,25399,488.020355,1e+06
7056,00000FD7,4056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295.789581,30.09349324,1e-05,0.4,8.95405733,8.837841478,451.87738,30458,604.970764,1e+06
7057,00000FD8,4057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,233.68161,29.91845249,1e-05,0.4,9.069989743,8.96665527,423.541382,28354,536.192322,1e+06
7058,00000FD9,4058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,227.451401,30.30430838,1e-05,0.4,8.682595222,8.536216914,0,1,619.217102,1e+06
7059,00000FDA,4059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234.404404,21.96752193,1e-05,0.4,8.844224471,8.715804967,288.182404,6831,452.886536,1e+06
7060,00000FDB,4060,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,167.646515,18.75480733,1e-05,0.4,9.226578551,9.140642834,0,1,632.817383,1e+06
7061,00000FDC,4061,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,249.541382,28.54640681,1e-05,0.4,9.411222127,9.345802363,0,1,463.004425,1e+06
7062,00000FDD,4062,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,78.996445,7.838087772,1e-05,0.4,9.561872247,9.513191385,246.249023,12686,364.520447,1e+06
7063,00000FDE,4063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,219.332779,27.11673881,1e-05,0.4,9.5972571,9.552507888,0,1,619.410278,1e+06
7064,00000FDF,4064,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,257.836609,29.18054247,1e-05,0.4,9.313515008,9.237238898,324.830383,18208,467.012451,1e+06
7065,00000FE0,4065,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209.664154,26.01435713,1e-05,0.4,9.333347553,9.259275059,389.786438,57732,491.467865,1e+06
7066,00000FE1,4066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,269.946381,28.83487375,1e-05,0.4,9.211654873,9.12406097,387.02597,50140,493.247742,1e+06
7067,00000FE2,4067,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.797379,22.09755115,1e-05,0.4,9.388154016,9.320171129,246.919846,6622,395.242462,1e+06
7068,00000FE3,4068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73.215752,7.776931407,1e-05,0.4,8.718502099,8.576113443,87.098068,831,271.696136,1e+06
7069,00000FE4,4069,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,192.010696,23.44647919,1e-05,0.4,9.013792923,8.904214359,351.009033,50830,461.458527,1e+06
7070,00000FE5,4070,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,263.125275,34.64652916,1e-05,0.4,8.836509988,8.70723332,492.700592,249876,547.470642,1e+06
7071,00000FE6,4071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,211.330673,23.68959435,1e-05,0.4,9.399931434,9.333257148,258.332458,9752,406.055542,1e+06
7072,00000FE7,4072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,219.962769,27.76060091,1e-05,0.4,9.178202068,9.086891187,336.795227,16657,512.476318,1e+06
7073,00000FE8,4073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,361.262756,42.76009718,1e-05,0.4,9.485492395,9.428324883,450.913605,24646,581.549011,1e+06
7074,00000FE9,4074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,283.280548,30.32006042,1e-05,0.4,9.625359679,9.583732977,371.721802,18314,513.407715,1e+06
7075,00000FEA,4075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,214.205231,22.80643975,1e-05,0.4,9.40693965,9.341044055,386.656311,38058,481.554352,1e+06
7076,00000FEB,4076,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,388.08725,46.14711199,1e-05,0.4,9.085268841,8.983632045,532.85321,51738,658.815735,1e+06
7077,00000FEC,4077,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,349.563324,43.76808646,1e-05,0.4,8.9062091,8.784676777,0,1,631.587708,1e+06
7078,00000FED,4078,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,322.315002,38.36545743,1e-05,0.4,8.916891794,8.796546438,0,1,642.333069,1e+06
7079,00000FEE,4079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,193.868057,19.16612748,1e-05,0.4,9.253894625,9.170994028,288.95871,15434,457.338043,1e+06
7080,00000FEF,4080,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74.936363,8.537863538,1e-05,0.4,8.694873192,8.549859102,0,1,449.794891,1e+06
7081,00000FF0,4081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,240.591492,26.43915895,1e-05,0.4,9.243088605,9.158987339,473.712799,204301,530.107056,1e+06
7082,00000FF1,4082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,393.935059,49.34716251,1e-05,0.4,8.921582942,8.801758824,546.69165,76520,650.411743,1e+06
7083,00000FF2,4083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295.421906,34.46690487,1e-05,0.4,9.389834737,9.322038596,370.964569,28826,478.875458,1e+06
7084,00000FF3,4084,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,231.107361,25.03538797,1e-05,0.4,9.73455708,9.705063423,458.045929,68888,552.091309,1e+06
7085,00000FF4,4085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,345.264862,35.22059357,1e-05,0.4,9.366915723,9.296573026,431.188416,18881,580.495422,1e+06
7086,00000FF5,4086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,105.397018,14.8202665,1e-05,0.4,9.814894289,9.794326988,151.690216,5921,289.394958,1e+06
7087,00000FF6,4087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,309.231049,35.53998987,1e-05,0.4,8.888121061,8.764578956,395.676575,60764,499.709534,1e+06
7088,00000FF7,4088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,211.420074,30.64378989,1e-05,0.4,8.950839322,8.834265913,0,1,495.647705,1e+06
7089,00000FF8,4089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,275.292206,30.0087525,1e-05,0.4,9.166641533,9.074046147,491.976776,57358,584.789795,1e+06
7090,00000FF9,4090,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.627258,24.76051135,1e-05,0.4,9.637253869,9.596948743,411.094757,15204,570.780884,1e+06
7091,00000FFA,4091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,442.585754,55.56991344,1e-05,0.4,8.844133991,8.715704434,542.010254,74817,652.597473,1e+06
7092,00000FFB,4092,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150.914474,18.14227465,1e-05,0.4,8.926597486,8.80733054,191.699341,4427,373.113647,1e+06
7093,00000FFC,4093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,304.481171,36.25822117,1e-05,0.4,8.755667485,8.617408317,506.88739,83111,605.011597,1e+06
7094,00000FFD,4094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.981644,17.58089916,1e-05,0.4,9.31587253,9.239858366,228.645386,5108,446.762329,1e+06
7095,00000FFE,4095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,238.618195,29.31658303,1e-05,0.4,8.774714903,8.638572115,494.096741,34707,622.520935,1e+06
7096,00000FFF,4096,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,272.613892,30.66974821,1e-05,0.4,8.792693969,8.658548855,514.89801,47406,639.866333,1e+06
7097,00001000,4097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,287.009949,36.23187391,1e-05,0.4,9.750989465,9.723321628,427.476776,60487,514.150696,1e+06
7098,00001001,4098,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,210.799026,28.33374683,1e-05,0.4,8.976945982,8.863273313,275.418579,21099,398.970734,1e+06
7099,00001002,4099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,273.586456,36.19671439,1e-05,0.4,9.594800514,9.549778349,426.574158,38909,535.699097,1e+06
7100,00001003,4100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,280.2677,30.77853408,1e-05,0.4,9.573721387,9.526357097,540.357788,77617,642.343689,1e+06
7101,00001004,4101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,226.837814,29.10408199,1e-05,0.4,9.242229744,9.158033049,294.990845,15824,429.50412,1e+06
7102,00001005,4102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,156.588562,14.17248962,1e-05,0.4,8.964719381,8.849688201,210.671707,6069,418.618286,1e+06
7103,00001006,4103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,221.902878,26.73250401,1e-05,0.4,9.082620095,8.980688995,0,1,554.26178,1e+06
7104,00001007,4104,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300.932404,37.86856652,1e-05,0.4,9.128317773,9.031464192,456.717773,61648,550.314819,1e+06
7105,00001008,4105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,437.257538,56.18799304,1e-05,0.4,9.448994522,9.387771691,0,1,734.490356,1e+06
7106,00001009,4106,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,385.691467,50.50437946,1e-05,0.4,8.976211882,8.862457646,0,1,620.98822,1e+06
7107,0000100A,4107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,390.362946,51.45658095,1e-05,0.4,9.070254432,8.966949369,0,1,730.918335,1e+06
7108,0000100B,4108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63.467155,7.334572745,1e-05,0.4,9.594987436,9.54998604,216.629364,4379,520.378235,1e+06
7109,0000100C,4109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,176.45166,22.05429326,1e-05,0.4,9.436804791,9.374227545,276.750427,17485,419.988861,1e+06
7110,0000100D,4110,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,285.439941,31.9656827,1e-05,0.4,9.359580812,9.288423124,392.815033,49098,497.858765,1e+06
7111,0000100E,4111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,140.228073,16.00771738,1e-05,0.4,9.314229924,9.238033249,302.958405,14773,508.724518,1e+06
7112,0000100F,4112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,287.892334,32.99954904,1e-05,0.4,9.22588212,9.139869022,542.097107,816911,551.262634,1e+06
7113,00001010,4113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,258.465637,33.77185159,1e-05,0.4,8.745410772,8.606011969,422.347931,82390,531.642334,1e+06
7114,00001011,4114,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,189.394012,22.09034738,1e-05,0.4,8.8268857,8.696539666,0,1,495.282837,1e+06
7115,00001012,4115,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,182.172211,21.82213634,1e-05,0.4,9.058957914,8.954397683,0,1,487.912415,1e+06
7116,00001013,4116,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,186.869461,22.32684446,1e-05,0.4,9.159949567,9.06661063,434.129028,48406,550.307434,1e+06
7117,00001014,4117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276.970917,29.64590218,1e-05,0.4,8.735976147,8.595529052,392.257935,30631,538.334229,1e+06
7118,00001015,4118,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151.29332,16.11671579,1e-05,0.4,8.900442294,8.778269215,237.938385,22244,357.424835,1e+06
7119,00001016,4119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,192.056198,16.90712005,1e-05,0.4,9.114732782,9.016369758,0,1,607.126953,1e+06
7120,00001017,4120,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,512.49408,65.92429788,1e-05,0.4,9.523517081,9.470574535,633.665771,50303,719.913391,1e+06
7121,00001018,4121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264.143127,26.34266535,1e-05,0.4,9.670681307,9.634090341,382.212738,36548,479.354126,1e+06
7122,00001019,4122,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,187.691498,23.11834902,1e-05,0.4,8.805287039,8.672541155,296.418182,17451,453.37381,1e+06
7123,0000101A,4123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,203.947556,18.7208312,1e-05,0.4,9.523443967,9.470493297,367.866425,15120,563.249512,1e+06
7124,0000101B,4124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,189.907059,18.44676948,1e-05,0.4,9.01919571,8.910217455,373.952484,69574,469.839508,1e+06
7125,0000101C,4125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,166.207977,22.34822009,1e-05,0.4,9.242893617,9.158770686,349.6922,35328,467.537964,1e+06
7126,0000101D,4126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43.037327,6.793842415,1e-05,0.4,9.07085682,8.967618689,100.760826,1652,364.172424,1e+06
7127,0000101E,4127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,250.80954,27.37377525,1e-05,0.4,9.542183221,9.49131469,389.773987,18235,529.812195,1e+06
7128,0000101F,4128,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,377.71402,45.94317259,1e-05,0.4,9.347576276,9.275084751,473.680969,164463,529.364685,1e+06
7129,00001020,4129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,242.474319,30.23069031,1e-05,0.4,9.24962618,9.166251312,466.584106,51343,565.406555,1e+06
7130,00001021,4130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,109.94677,9.474493935,1e-05,0.4,9.131048785,9.03449865,358.702393,28591,482.607941,1e+06
7131,00001022,4131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,277.339355,34.47152231,1e-05,0.4,8.856310229,8.729233587,466.865814,43505,563.126465,1e+06
7132,00001023,4132,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,292.910248,35.33338639,1e-05,0.4,9.069737109,8.966374565,0,1,621.202942,1e+06
7133,00001024,4133,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267.515686,31.56988514,1e-05,0.4,9.113979293,9.015532547,421.638428,43929,548.94635,1e+06
7134,00001025,4134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,329.095703,27.79497938,1e-05,0.4,8.835303056,8.705892285,438.550385,15858,640.630798,1e+06
7135,00001026,4135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115.890099,15.33746862,1e-05,0.4,9.358684051,9.287426723,254.596069,12955,455.002045,1e+06
7136,00001027,4136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300.763062,35.58921736,1e-05,0.4,8.911386606,8.790429563,396.832581,21084,535.209229,1e+06
7137,00001028,4137,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,131.860779,10.47951094,1e-05,0.4,9.506186219,9.451318021,341.586456,29976,489.470093,1e+06
7138,00001029,4138,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,287.398438,32.40579093,1e-05,0.4,8.831398077,8.701553419,473.742554,95006,554.210938,1e+06
