,index,mu_driver_birth,s_driver_birth
804,00000191bb,1e-05,0.05
805,00000192b,1e-05,0.05
806,00000192bb,1e-05,0.05
807,00000193b,1e-05,0.05
808,00000193bb,1e-05,0.05
809,00000194b,1e-05,0.05
810,00000194bb,1e-05,0.05
811,00000195b,1e-05,0.05
812,00000195bb,1e-05,0.05
813,00000196b,1e-05,0.05
814,00000196bb,1e-05,0.05
815,00000197b,1e-05,0.05
816,00000197bb,1e-05,0.05
817,00000198b,1e-05,0.05
818,00000198bb,1e-05,0.05
819,00000199b,1e-05,0.05
820,00000199bb,1e-05,0.05
821,0000019bb,1e-05,0.05
822,0000019bbb,1e-05,0.05
823,0000019Bb,1e-05,0.05
824,0000019Bbb,1e-05,0.05
825,0000019Cb,1e-05,0.05
826,0000019Cbb,1e-05,0.05
827,0000019Db,1e-05,0.05
828,0000019Dbb,1e-05,0.05
829,0000019Eb,1e-05,0.05
830,0000019Ebb,1e-05,0.05
831,0000019Fb,1e-05,0.05
832,0000019Fbb,1e-05,0.05
833,000001b0b,1e-05,0.05
834,000001b0bb,1e-05,0.05
835,000001b1b,1e-05,0.05
836,000001b1bb,1e-05,0.05
837,000001b2b,1e-05,0.05
838,000001b2bb,1e-05,0.05
839,000001b3b,1e-05,0.05
840,000001b3bb,1e-05,0.05
841,000001b4b,1e-05,0.05
842,000001b4bb,1e-05,0.05
843,000001b5b,1e-05,0.05
844,000001b5bb,1e-05,0.05
845,000001b6b,1e-05,0.05
846,000001b6bb,1e-05,0.05
847,000001b7b,1e-05,0.05
848,000001b7bb,1e-05,0.05
849,000001b8b,1e-05,0.05
850,000001b8bb,1e-05,0.05
851,000001b9b,1e-05,0.05
852,000001b9bb,1e-05,0.05
853,000001bbb,1e-05,0.05
854,000001bbbb,1e-05,0.05
855,000001bBb,1e-05,0.05
856,000001bBbb,1e-05,0.05
857,000001bCb,1e-05,0.05
858,000001bCbb,1e-05,0.05
859,000001bDb,1e-05,0.05
860,000001bDbb,1e-05,0.05
861,000001bEb,1e-05,0.05
862,000001bEbb,1e-05,0.05
863,000001bFb,1e-05,0.05
864,000001bFbb,1e-05,0.05
865,000001B0b,1e-05,0.05
866,000001B0bb,1e-05,0.05
867,000001B1b,1e-05,0.05
868,000001B1bb,1e-05,0.05
869,000001B2b,1e-05,0.05
870,000001B2bb,1e-05,0.05
871,000001B3b,1e-05,0.05
872,000001B3bb,1e-05,0.05
873,000001B4b,1e-05,0.05
874,000001B4bb,1e-05,0.05
875,000001B5b,1e-05,0.05
876,000001B5bb,1e-05,0.05
877,000001B6b,1e-05,0.05
878,000001B6bb,1e-05,0.05
879,000001B7b,1e-05,0.05
880,000001B7bb,1e-05,0.05
881,000001B8b,1e-05,0.05
882,000001B8bb,1e-05,0.05
883,000001B9b,1e-05,0.05
884,000001B9bb,1e-05,0.05
885,000001Bbb,1e-05,0.05
886,000001Bbbb,1e-05,0.05
887,000001BBb,1e-05,0.05
888,000001BBbb,1e-05,0.05
889,000001BCb,1e-05,0.05
890,000001BCbb,1e-05,0.05
891,000001BDb,1e-05,0.05
892,000001BDbb,1e-05,0.05
893,000001BEb,1e-05,0.05
894,000001BEbb,1e-05,0.05
895,000001BFb,1e-05,0.05
896,000001BFbb,1e-05,0.05
897,000001C0b,1e-05,0.05
898,000001C0bb,1e-05,0.05
899,000001C1b,1e-05,0.05
900,000001C1bb,1e-05,0.05
901,000001C2b,1e-05,0.05
902,000001C2bb,1e-05,0.05
903,000001C3b,1e-05,0.05
904,000001C3bb,1e-05,0.05
905,000001C4b,1e-05,0.05
906,000001C4bb,1e-05,0.05
907,000001C5b,1e-05,0.05
908,000001C5bb,1e-05,0.05
909,000001C6b,1e-05,0.05
910,000001C6bb,1e-05,0.05
911,000001C7b,1e-05,0.05
912,000001C7bb,1e-05,0.05
913,000001C8b,1e-05,0.05
914,000001C8bb,1e-05,0.05
915,000001C9b,1e-05,0.05
916,000001C9bb,1e-05,0.05
917,000001Cbb,1e-05,0.05
918,000001Cbbb,1e-05,0.05
919,000001CBb,1e-05,0.05
920,000001CBbb,1e-05,0.05
921,000001CCb,1e-05,0.05
922,000001CCbb,1e-05,0.05
923,000001CDb,1e-05,0.05
924,000001CDbb,1e-05,0.05
925,000001CEb,1e-05,0.05
926,000001CEbb,1e-05,0.05
927,000001CFb,1e-05,0.05
928,000001CFbb,1e-05,0.05
929,000001D0b,1e-05,0.05
930,000001D0bb,1e-05,0.05
931,000001D1b,1e-05,0.05
932,000001D1bb,1e-05,0.05
933,000001D2b,1e-05,0.05
934,000001D2bb,1e-05,0.05
935,000001D3b,1e-05,0.05
936,000001D3bb,1e-05,0.05
937,000001D4b,1e-05,0.05
938,000001D4bb,1e-05,0.05
939,000001D5b,1e-05,0.05
940,000001D5bb,1e-05,0.05
941,000001D6b,1e-05,0.05
942,000001D6bb,1e-05,0.05
943,000001D7b,1e-05,0.05
944,000001D7bb,1e-05,0.05
945,000001D8b,1e-05,0.05
946,000001D8bb,1e-05,0.05
947,000001D9b,1e-05,0.05
948,000001D9bb,1e-05,0.05
949,000001Dbb,1e-05,0.05
950,000001Dbbb,1e-05,0.05
951,000001DBb,1e-05,0.05
952,000001DBbb,1e-05,0.05
953,000001DCb,1e-05,0.05
954,000001DCbb,1e-05,0.05
955,000001DDb,1e-05,0.05
956,000001DDbb,1e-05,0.05
957,000001DEb,1e-05,0.05
958,000001DEbb,1e-05,0.05
959,000001DFb,1e-05,0.05
960,000001DFbb,1e-05,0.05
961,000001E0b,1e-05,0.05
962,000001E0bb,1e-05,0.05
963,000001E1b,1e-05,0.05
964,000001E1bb,1e-05,0.05
965,000001E2b,1e-05,0.05
966,000001E2bb,1e-05,0.05
967,000001E3b,1e-05,0.05
968,000001E3bb,1e-05,0.05
969,000001E4b,1e-05,0.05
970,000001E4bb,1e-05,0.05
971,000001E5b,1e-05,0.05
972,000001E5bb,1e-05,0.05
973,000001E6b,1e-05,0.05
974,000001E6bb,1e-05,0.05
975,000001E7b,1e-05,0.05
976,000001E7bb,1e-05,0.05
977,000001E8b,1e-05,0.05
978,000001E8bb,1e-05,0.05
979,000001E9b,1e-05,0.05
980,000001E9bb,1e-05,0.05
981,000001Ebb,1e-05,0.05
982,000001Ebbb,1e-05,0.05
983,000001EBb,1e-05,0.05
984,000001EBbb,1e-05,0.05
985,000001ECb,1e-05,0.05
986,000001ECbb,1e-05,0.05
987,000001EDb,1e-05,0.05
988,000001EDbb,1e-05,0.05
989,000001EEb,1e-05,0.05
990,000001EEbb,1e-05,0.05
991,000001EFb,1e-05,0.05
992,000001EFbb,1e-05,0.05
993,000001F0b,1e-05,0.05
994,000001F0bb,1e-05,0.05
995,000001F1b,1e-05,0.05
996,000001F1bb,1e-05,0.05
997,000001F2b,1e-05,0.05
998,000001F2bb,1e-05,0.05
999,000001F3b,1e-05,0.05
1000,000001F3bb,1e-05,0.05
