"id","sweep_init_time","pop_radius_at_sweep_init"
"00000000",0,0
"00000000",234.301971,27.5009870654252
"00000001",0,0
"00000001",209.097885,24.430125595146
"00000002",0,0
"00000002",166.678482,21.5281024310922
"00000003",0,0
"00000003",67.356949,6.3078313050504
"00000004",0,0
"00000004",205.54332,29.1364456729398
"00000005",0,0
"00000005",29.782209,3.24102240721429
"00000006",0,0
"00000007",0,0
"00000007",94.071404,8.31103154258739
"00000008",0,0
"00000008",292.476624,34.2161330571411
"00000009",0,0
"00000009",199.188782,24.7601462190751
"0000000A",0,0
"0000000A",257.745117,26.5768628216694
"0000000B",0,0
"0000000B",281.395203,36.3716357479264
"0000000C",0,0
"0000000C",215.21463,23.769729657197
"0000000C",248.420105,30.9585378740565
"0000000D",0,0
"0000000D",160.019775,13.398760233979
"0000000E",0,0
"0000000E",175.652954,18.9487084418785
"0000000F",0,0
"0000000F",114.047028,15.2331187557894
"00000010",0,0
"00000010",345.320557,41.1781102492702
"00000010",359.51297,45.124586889164
"00000011",0,0
"00000011",155.801407,18.6353450686194
"00000012",0,0
"00000012",231.855591,27.4836198473588
"00000013",0,0
"00000013",144.77037,11.5899427077773
"00000013",191.416016,39.2304511788818
"00000014",0,0
"00000014",266.555328,26.4628371420061
"00000015",0,0
"00000015",138.341003,11.6310662292032
"00000015",187.170395,41.135572865259
"00000016",0,0
"00000016",124.433456,16.4294486664603
"00000017",0,0
"00000018",0,0
"00000018",172.079773,20.4669443302577
"00000019",0,0
"00000019",110.083115,10.9400419197143
"0000001A",0,0
"0000001A",210.025253,22.5887305431849
"0000001B",0,0
"0000001B",184.701447,21.0269453775218
"0000001C",0,0
"0000001C",191.35141,20.9359192125658
"0000001C",229.970352,36.231339619478
"0000001D",0,0
"0000001D",265.05011,32.0745623843259
"0000001E",0,0
"0000001E",153.793808,17.7338706307897
"0000001E",161.946533,22.4118941724706
"0000001F",0,0
"0000001F",207.369385,22.8479367414525
"00000020",0,0
"00000020",116.745758,12.8655019651614
"00000020",193.305405,54.6565483893273
"00000021",0,0
"00000022",0,0
"00000022",192.468674,22.3336425969881
"00000023",0,0
"00000023",181.340164,14.9163873120293
"00000024",0,0
"00000024",242.225418,27.0869763475667
"00000024",291.015717,43.2222248619002
"00000025",0,0
"00000025",276.229431,29.4785683044776
"00000026",0,0
"00000026",137.217087,15.6149086714199
"00000027",0,0
"00000027",282.526184,27.4546500703108
"00000028",0,0
"00000028",192.164627,20.6835317833056
"00000028",209.926361,26.1055830488326
"00000029",0,0
"00000029",198.06694,18.0804937186669
