"","id","speed_early","speed_late"
"1","00000000","0.00547914435767587","0.00517770206344339"
"2","00000001","0.00510500897734714","0.00562561881754783"
"3","00000002","0.00411085486067139","0.00505102959033599"
"4","00000003","0.00412165201803966","0.00590733038612606"
"5","00000004","0.00533026316534338","0.00548255764773967"
"6","00000005","0.00500420787906663","0.00512363848944659"
"7","00000006","0.00485700723334867","0.00553316304369328"
"8","00000007","0.00407216391423082","0.00551225362475839"
"9","00000008","0.00525958014621796","0.0053836089014009"
"10","00000009","0.00465286703719357","0.00528502653354279"
"11","0000000A","0.00467608647878675","0.00545584654714267"
"12","0000000B","0.00600142205743615","0.00574390057926738"
"13","0000000C","0.00590884469986327","0.00528350075101765"
"14","0000000D","0.00456735529917317","0.00524794599663983"
"15","0000000E","0.00510050517403434","0.00551155189234476"
"16","0000000F","0.00524293394378374","0.00554485380938939"
"17","00000010","0.0048882136994184","0.00542234558583384"
"18","00000011","0.00440590927844749","0.00545134196111003"
"19","00000012","0.00605670080383586","0.00530400677869968"
"20","00000013","0.00514976200950811","0.00545353760766905"
"21","00000014","0.00476372493436131","0.00550768592557884"
"22","00000015","0.00486764361457757","0.0056130105003221"
"23","00000016","0.00576583490716555","0.00540525967329061"
"24","00000017","0.0049557686508474","0.00562177978128202"
"25","00000018","0.00474166089871374","0.00585350487212208"
"26","00000019","0.00625281075295638","0.00568858066181661"
"27","0000001A","0.00555292365879516","0.00575694016058443"
"28","0000001B","0.00545254529073583","0.00564915655146916"
"29","0000001C","0.00504314746653668","0.00615336222624465"
"30","0000001D","0.00534099763578205","0.00553138802125946"
"31","0000001E","0.00609330756272233","0.00584863353136366"
"32","0000001F","0.00620743519766952","0.00594235234774021"
"33","00000020","0.0047988626567437","0.00583018949765572"
"34","00000021","0.00626417899027243","0.00609275553670127"
"35","00000022","0.00533755536618267","0.00627298142359807"
"36","00000023","0.00607008219505944","0.00608094079011314"
"37","00000024","0.00517718790169216","0.00628952498960546"
"38","00000025","0.00529509096095178","0.00581896950993735"
"39","00000026","0.00658656403659162","0.00610935013783497"
"40","00000027","0.00595401056511433","0.00593824773694975"
"41","00000028","0.0135040733427106","0.0141401632209909"
"42","00000029","0.0128513055106076","0.0143406855047371"
"43","0000002A","0.0124099959438421","0.0142680311576303"
"44","0000002B","0.0128868742579092","0.0145064454264574"
"45","0000002C","0.0139713959385198","0.0134996001946618"
"46","0000002D","0.0135115183869713","0.0136119434293109"
"47","0000002E","0.0138570015237481","0.0141833190056764"
"48","0000002F","0.0135801857775905","0.0142273317586228"
"49","00000030","0.0130004768774381","0.0138793198999228"
"50","00000031","0.0130969772236263","0.0140362251076664"
"51","00000032","0.0139977093325357","0.0143196243355095"
"52","00000033","0.0131843832297879","0.0145306619662634"
"53","00000034","0.012968167141023","0.0146019286571251"
"54","00000035","0.0140194767227253","0.0141865617351055"
"55","00000036","0.0131380275213461","0.0138282240318536"
"56","00000037","0.0143770373649163","0.0146041202690262"
"57","00000038","0.0122435903444837","0.0141132470128214"
"58","00000039","0.0132707759546349","0.0143177698776872"
"59","0000003A","0.01325921681646","0.0143406023700207"
"60","0000003B","0.0146779487746046","0.0141469752875815"
"61","0000003C","0.0159216218621568","0.0147189264778728"
"62","0000003D","0.0140270387612175","0.0148730301813336"
"63","0000003E","0.0148549335171734","0.0148876099981035"
"64","0000003F","0.0144971090960038","0.0151286529482913"
"65","00000040","0.0139717798391008","0.0148121820400934"
"66","00000041","0.0135062522404073","0.0149270696251882"
"67","00000042","0.0145961516408941","0.0147533117501446"
"68","00000043","0.0144686293939585","0.0151419845412615"
"69","00000044","0.0144705221841102","0.0147760651296137"
"70","00000045","0.0143449403507022","0.0146910483373229"
"71","00000046","0.015345213944948","0.0161406525370391"
"72","00000047","0.0153988253778462","0.0162006963181627"
"73","00000048","0.0155277820806624","0.0161916571708156"
"74","00000049","0.0154497363416161","0.0157573633583381"
"75","0000004A","0.0151154998338844","0.0162565152177435"
"76","0000004B","0.0166074202334631","0.0162847983369719"
"77","0000004C","0.0139923549985442","0.0155539708377875"
"78","0000004D","0.0142001903590866","0.0155857078363978"
"79","0000004E","0.0144699713510865","0.016474868100917"
"80","0000004F","0.0165164192621347","0.0162137744210641"
"81","00000050","0.0271924059627467","0.0281368076762147"
"82","00000051","0.0270145367272035","0.0288416460045975"
"83","00000052","0.0270251786860576","0.0284627804741201"
"84","00000053","0.0284257610767","0.0288973488821126"
"85","00000054","0.0291986115092684","0.0287732341441135"
"86","00000055","0.0293335969536727","0.0287177086332399"
"87","00000056","0.0278476100840871","0.0283822304463745"
"88","00000057","0.0280983643901094","0.0282374268959802"
"89","00000058","0.0276737754781431","0.0279143693184338"
"90","00000059","0.0286160130882266","0.0284003680116513"
"91","0000005A","0.0286822870534244","0.0287150021021439"
"92","0000005B","0.0286076937044527","0.0292649008283466"
"93","0000005C","0.0275296732648608","0.0296236287127371"
"94","0000005D","0.0278869762224501","0.0290194375829694"
"95","0000005E","0.0294003020094681","0.0290524199898341"
"96","0000005F","0.0278955419996078","0.0293223739907802"
"97","00000060","0.0278389212136723","0.0294065188335624"
"98","00000061","0.0282296262751099","0.0294868753576927"
"99","00000062","0.0283997748438062","0.0289855513271826"
"100","00000063","0.027582432279207","0.0289714893011282"
"101","00000064","0.0306397561786553","0.0305187153418923"
"102","00000065","0.0304764318105295","0.0304809946504256"
"103","00000066","0.0294622147617415","0.0299671509833773"
"104","00000067","0.0314435211526024","0.0300762851806099"
"105","00000068","0.030085898517541","0.030369280136404"
"106","00000069","0.0298033763778983","0.0299922447278036"
"107","0000006A","0.029124171263978","0.0304851294955151"
"108","0000006B","0.0297504057479665","0.0299743462194039"
"109","0000006C","0.029427720973742","0.0305433662275764"
"110","0000006D","0.0293832860810092","0.0305216377854932"
"111","0000006E","0.0310561404128238","0.0322152420224366"
"112","0000006F","0.0322586688432496","0.032428676090078"
"113","00000070","0.0322930141786323","0.0321743796846378"
"114","00000071","0.0309793813317162","0.0325418799091379"
"115","00000072","0.0330819427875916","0.0326987912191882"
"116","00000073","0.0309522058636484","0.0324588170206793"
"117","00000074","0.0328912595062681","0.03221551934612"
"118","00000075","0.0325086484068837","0.0319634306225269"
"119","00000076","0.0312927940642566","0.032190147387529"
"120","00000077","0.0318667270555534","0.0321901208996053"
"121","00000078","0.0566482749178879","0.0571696750542367"
"122","00000079","0.0558144488593832","0.0565766971520517"
"123","0000007A","0.0566769469861542","0.0570642343417612"
"124","0000007B","0.0549802969046118","0.057392258809378"
"125","0000007C","0.0564392015279763","0.0564428381918259"
"126","0000007D","0.0563616464988248","0.0566881293800072"
"127","0000007E","0.0550107657630581","0.0564885330349306"
"128","0000007F","0.0563997888401929","0.0569353494602028"
"129","00000080","0.0556850829869632","0.05659533041914"
"130","00000081","0.0556585913520113","0.0573377257643827"
"131","00000082","0.0563939716975408","0.0579607306222413"
"132","00000083","0.0573405479383632","0.0586550683616228"
"133","00000084","0.0587432106322987","0.0583084099145771"
"134","00000085","0.0565479504928897","0.0575386026089189"
"135","00000086","0.0559335754777683","0.0586907634345374"
"136","00000087","0.0570698072413995","0.0580714765725784"
"137","00000088","0.0568676810762021","0.0584076318183876"
"138","00000089","0.0586264328500695","0.0581858643648057"
"139","0000008A","0.0562835950875139","0.058223568797458"
"140","0000008B","0.0559569771606506","0.0582546960418361"
"141","0000008C","0.0588401269887987","0.0600899878499095"
"142","0000008D","0.060438920285067","0.0608279624847347"
"143","0000008E","0.0595344458734002","0.0598621321426627"
"144","0000008F","0.0586372110207466","0.060388802836208"
"145","00000090","0.0601409848272988","0.0603252014825542"
"146","00000091","0.0593118185814983","0.0601299575003141"
"147","00000092","0.0611483009717056","0.0597339045742045"
"148","00000093","0.0593860199202585","0.0603250989358898"
"149","00000094","0.0593276948545179","0.0607301114413278"
"150","00000095","0.0594089978568326","0.0601465315182586"
"151","00000096","0.064306308787179","0.0643171912611782"
"152","00000097","0.0639189513022587","0.0641997820341465"
"153","00000098","0.0641915930948581","0.0643167083138107"
"154","00000099","0.0618780013560577","0.0637637693264629"
"155","0000009A","0.0647163999946362","0.0645319084124816"
"156","0000009B","0.0635848182281995","0.0645273086679096"
"157","0000009C","0.0641070937638412","0.0641226372957802"
"158","0000009D","0.0637200763168668","0.0635267855330777"
"159","0000009E","0.0652591650624477","0.0642697904973197"
"160","0000009F","0.0634902910617157","0.0648070473980905"
"161","000000A0","0.136433669215234","0.136069065234386"
"162","000000A1","0.136404412185415","0.136880209031354"
"163","000000A2","0.131794992571911","0.137661382045397"
"164","000000A3","0.135218581904869","0.1378750389685"
"165","000000A4","0.133606301562747","0.136814972715972"
"166","000000A5","0.135831951353907","0.138318766598122"
"167","000000A6","0.135497942229555","0.136723832426326"
"168","000000A7","0.136452563856767","0.13806511691002"
"169","000000A8","0.134092606504544","0.138149819156246"
"170","000000A9","0.133320671814118","0.136861121895743"
"171","000000AA","0.136008188600393","0.139639515772206"
"172","000000AB","0.1411242814427","0.139970680344788"
"173","000000AC","0.138440887201497","0.139258152525005"
"174","000000AD","0.135852273532992","0.139205151060749"
"175","000000AE","0.135675456452237","0.138427553533343"
"176","000000AF","0.138553956306946","0.14117355390286"
"177","000000B0","0.139634664945279","0.139163245117156"
"178","000000B1","0.13736619759879","0.141401161167904"
"179","000000B2","0.137761385897166","0.140923932986445"
"180","000000B3","0.138237808625686","0.140080064810524"
"181","000000B4","0.143490679556786","0.145133461851026"
"182","000000B5","0.141499153194444","0.144800456451312"
"183","000000B6","0.144070574059391","0.145260007163885"
