,index,mu_driver_birth,s_driver_birth
827,0000033Aa,1e-05,0.15
828,0000033Ba,1e-05,0.15
829,0000033Ca,1e-05,0.15
830,0000033Da,1e-05,0.15
831,0000033Ea,1e-05,0.15
832,0000033Fa,1e-05,0.15
833,00000340a,1e-05,0.15
834,00000341a,1e-05,0.15
835,00000342a,1e-05,0.15
836,00000343a,1e-05,0.15
837,00000344a,1e-05,0.15
838,00000345a,1e-05,0.15
839,00000346a,1e-05,0.15
840,00000347a,1e-05,0.15
841,00000348a,1e-05,0.15
842,00000349a,1e-05,0.15
843,0000034Aa,1e-05,0.15
844,0000034Ba,1e-05,0.15
845,0000034Ca,1e-05,0.15
846,0000034Da,1e-05,0.15
847,0000034Ea,1e-05,0.15
848,0000034Fa,1e-05,0.15
849,00000350a,1e-05,0.15
850,00000351a,1e-05,0.15
851,00000352a,1e-05,0.15
852,00000353a,1e-05,0.15
853,00000354a,1e-05,0.15
854,00000355a,1e-05,0.15
855,00000356a,1e-05,0.15
856,00000357a,1e-05,0.15
857,00000358a,1e-05,0.15
858,00000359a,1e-05,0.15
859,0000035Aa,1e-05,0.15
860,0000035Ba,1e-05,0.15
861,0000035Ca,1e-05,0.15
862,0000035Da,1e-05,0.15
863,0000035Ea,1e-05,0.15
864,0000035Fa,1e-05,0.15
865,00000360a,1e-05,0.15
866,00000361a,1e-05,0.15
867,00000362a,1e-05,0.15
868,00000363a,1e-05,0.15
869,00000364a,1e-05,0.15
870,00000365a,1e-05,0.15
871,00000366a,1e-05,0.15
872,00000367a,1e-05,0.15
873,00000368a,1e-05,0.15
874,00000369a,1e-05,0.15
875,0000036Aa,1e-05,0.15
876,0000036Ba,1e-05,0.15
877,0000036Ca,1e-05,0.15
878,0000036Da,1e-05,0.15
879,0000036Ea,1e-05,0.15
880,0000036Fa,1e-05,0.15
881,00000370a,1e-05,0.15
882,00000371a,1e-05,0.15
883,00000372a,1e-05,0.15
884,00000373a,1e-05,0.15
885,00000374a,1e-05,0.15
886,00000375a,1e-05,0.15
887,00000376a,1e-05,0.15
888,00000377a,1e-05,0.15
889,00000378a,1e-05,0.15
890,00000379a,1e-05,0.15
891,0000037Aa,1e-05,0.15
892,0000037Ba,1e-05,0.15
893,0000037Ca,1e-05,0.15
894,0000037Da,1e-05,0.15
895,0000037Ea,1e-05,0.15
896,0000037Fa,1e-05,0.15
897,00000380a,1e-05,0.15
898,00000381a,1e-05,0.15
899,00000382a,1e-05,0.15
900,00000383a,1e-05,0.15
901,00000384a,1e-05,0.15
902,00000385a,1e-05,0.15
903,00000386a,1e-05,0.15
904,00000387a,1e-05,0.15
905,00000388a,1e-05,0.15
906,00000389a,1e-05,0.15
907,0000038Aa,1e-05,0.15
908,0000038Ba,1e-05,0.15
909,0000038Ca,1e-05,0.15
910,0000038Da,1e-05,0.15
911,0000038Ea,1e-05,0.15
912,0000038Fa,1e-05,0.15
913,00000390a,1e-05,0.15
914,00000391a,1e-05,0.15
915,00000392a,1e-05,0.15
916,00000393a,1e-05,0.15
917,00000394a,1e-05,0.15
918,00000395a,1e-05,0.15
919,00000396a,1e-05,0.15
920,00000397a,1e-05,0.15
921,00000398a,1e-05,0.15
922,00000399a,1e-05,0.15
923,0000039Aa,1e-05,0.15
924,0000039Ba,1e-05,0.15
925,0000039Ca,1e-05,0.15
926,0000039Da,1e-05,0.15
927,0000039Ea,1e-05,0.15
928,0000039Fa,1e-05,0.15
929,000003A0a,1e-05,0.15
930,000003A1a,1e-05,0.15
931,000003A2a,1e-05,0.15
932,000003A3a,1e-05,0.15
933,000003A4a,1e-05,0.15
934,000003A5a,1e-05,0.15
935,000003A6a,1e-05,0.15
936,000003A7a,1e-05,0.15
937,000003A8a,1e-05,0.15
938,000003A9a,1e-05,0.15
939,000003AAa,1e-05,0.15
940,000003ABa,1e-05,0.15
941,000003ACa,1e-05,0.15
942,000003ADa,1e-05,0.15
943,000003AEa,1e-05,0.15
944,000003AFa,1e-05,0.15
945,000003B0a,1e-05,0.15
946,000003B1a,1e-05,0.15
947,000003B2a,1e-05,0.15
948,000003B3a,1e-05,0.15
949,000003B4a,1e-05,0.15
950,000003B5a,1e-05,0.15
951,000003B6a,1e-05,0.15
952,000003B7a,1e-05,0.15
953,000003B8a,1e-05,0.15
954,000003B9a,1e-05,0.15
955,000003BAa,1e-05,0.15
956,000003BBa,1e-05,0.15
957,000003BCa,1e-05,0.15
958,000003BDa,1e-05,0.15
959,000003BEa,1e-05,0.15
960,000003BFa,1e-05,0.15
961,000003C0a,1e-05,0.15
962,000003C1a,1e-05,0.15
963,000003C2a,1e-05,0.15
964,000003C3a,1e-05,0.15
965,000003C4a,1e-05,0.15
966,000003C5a,1e-05,0.15
967,000003C6a,1e-05,0.15
968,000003C7a,1e-05,0.15
969,000003C8a,1e-05,0.15
970,000003C9a,1e-05,0.15
971,000003CAa,1e-05,0.15
972,000003CBa,1e-05,0.15
973,000003CCa,1e-05,0.15
974,000003CDa,1e-05,0.15
975,000003CEa,1e-05,0.15
976,000003CFa,1e-05,0.15
977,000003D0a,1e-05,0.15
978,000003D1a,1e-05,0.15
979,000003D2a,1e-05,0.15
980,000003D3a,1e-05,0.15
981,000003D4a,1e-05,0.15
982,000003D5a,1e-05,0.15
983,000003D6a,1e-05,0.15
984,000003D7a,1e-05,0.15
985,000003D8a,1e-05,0.15
986,000003D9a,1e-05,0.15
987,000003DAa,1e-05,0.15
988,000003DBa,1e-05,0.15
989,000003DCa,1e-05,0.15
990,000003DDa,1e-05,0.15
991,000003DEa,1e-05,0.15
992,000003DFa,1e-05,0.15
993,000003E0a,1e-05,0.15
994,000003E1a,1e-05,0.15
995,000003E2a,1e-05,0.15
996,000003E3a,1e-05,0.15
997,000003E4a,1e-05,0.15
998,000003E5a,1e-05,0.15
999,000003E6a,1e-05,0.15
1000,000003E7a,1e-05,0.15
