id,sweep_init_time,pop_radius_at_sweep_init
00000000d,0,0
00000000d,414.703003,53.85573027
00000001d,0,0
00000001d,451.445831,59.36336202
00000002d,0,0
00000003d,0,0
00000004d,0,0
00000005d,0,0
00000006d,0,0
00000007d,0,0
00000007d,94.071457,8.311031543
00000008d,0,0
00000009d,0,0
00000009d,507.35321,67.84834246
0000000Ad,0,0
0000000Bd,0,0
0000000Bd,357.074493,48.03901201
0000000Cd,0,0
0000000Dd,0,0
0000000Ed,0,0
0000000Ed,472.69693,57.55286853
0000000Fd,0,0
00000010d,0,0
00000011d,0,0
00000011d,263.312561,33.23933837
00000012d,0,0
00000012d,298.633209,37.10806607
00000013d,0,0
00000014d,0,0
00000014d,551.569336,68.87273716
00000015d,0,0
00000015d,441.659302,52.07381223
00000016d,0,0
00000017d,0,0
00000018d,0,0
00000019d,0,0
0000001Ad,0,0
0000001Bd,0,0
0000001Cd,0,0
0000001Dd,0,0
0000001Ed,0,0
0000001Fd,0,0
00000020d,0,0
00000020d,564.298645,76.93485773
00000020d,907.959106,129.0638395
00000021d,0,0
00000022d,0,0
00000022d,497.752655,68.46016918
00000023d,0,0
00000023d,563.031433,65.53105122
00000023d,659.284912,80.26179338
00000024d,0,0
00000024d,254.454132,28.98309489
00000024d,447.681152,56.6526132
00000025d,0,0
00000026d,0,0
00000027d,0,0
00000028d,0,0
00000028d,396.344574,44.11875966
00000029d,0,0
00000029d,425.110657,47.93619789
00000029d,594.198364,73.14691297
0000002Ad,0,0
0000002Bd,0,0
0000002Cd,0,0
0000002Dd,0,0
0000002Ed,0,0
0000002Ed,94.584518,9.097283683
0000002Fd,0,0
00000030d,0,0
00000031d,0,0
00000032d,0,0
00000033d,0,0
00000033d,159.681885,20.29514702
00000034d,0,0
00000034d,462.271149,57.89475884
00000035d,0,0
00000036d,0,0
00000037d,0,0
00000038d,0,0
00000039d,0,0
00000039d,330.919403,44.04655215
0000003Ad,0,0
0000003Bd,0,0
0000003Cd,0,0
0000003Cd,291.666809,36.60716625
0000003Cd,418.032227,53.84981953
0000003Dd,0,0
0000003Ed,0,0
0000003Ed,601.63446,83.76457975
0000003Fd,0,0
00000040d,0,0
00000041d,0,0
00000041d,165.635712,16.45848453
00000042d,0,0
00000042d,287.920654,30.85038994
00000043d,0,0
00000044d,0,0
00000044d,360.020294,42.06902622
00000045d,0,0
00000045d,494.412781,75.66032641
00000045d,749.773865,115.2259678
00000045d,696.360168,106.6124262
00000046d,0,0
00000047d,0,0
00000048d,0,0
00000049d,0,0
0000004Ad,0,0
0000004Ad,413.912292,49.71275446
0000004Bd,0,0
0000004Cd,0,0
0000004Dd,0,0
0000004Ed,0,0
0000004Fd,0,0
0000004Fd,299.377869,36.6896785
00000050d,0,0
00000051d,0,0
00000051d,523.661926,66.77726556
00000052d,0,0
00000052d,160.423065,15.82750392
00000053d,0,0
00000053d,348.213928,39.45698485
00000054d,0,0
00000055d,0,0
00000056d,0,0
00000057d,0,0
00000058d,0,0
00000058d,462.05423,52.90161169
00000058d,808.177429,103.5314788
00000059d,0,0
0000005Ad,0,0
0000005Ad,157.692459,18.5583215
0000005Ad,360.381256,48.88630305
0000005Bd,0,0
0000005Bd,402.624725,52.76002231
0000005Cd,0,0
0000005Dd,0,0
0000005Ed,0,0
0000005Fd,0,0
00000060d,0,0
00000061d,0,0
00000062d,0,0
00000063d,0,0
00000064d,0,0
00000065d,0,0
00000065d,299.016815,30.52364717
00000066d,0,0
00000067d,0,0
00000068d,0,0
00000069d,0,0
0000006Ad,0,0
0000006Ad,348.628876,41.52067369
0000006Bd,0,0
0000006Bd,377.86557,49.70314906
0000006Cd,0,0
0000006Dd,0,0
0000006Ed,0,0
0000006Fd,0,0
0000006Fd,498.330994,64.29286261
0000006Fd,713.562805,97.66348212
00000070d,0,0
00000071d,0,0
00000072d,0,0
00000073d,0,0
00000074d,0,0
00000074d,192.569336,22.83400082
00000075d,0,0
00000075d,325.118835,41.77289547
00000076d,0,0
00000077d,0,0
00000078d,0,0
00000079d,0,0
0000007Ad,0,0
0000007Bd,0,0
0000007Bd,668.528809,82.48173857
0000007Bd,705.482849,87.68929194
0000007Cd,0,0
0000007Cd,99.271179,14.10473959
0000007Dd,0,0
0000007Ed,0,0
0000007Fd,0,0
00000080d,0,0
00000080d,299.560455,40.29514523
00000081d,0,0
00000082d,0,0
00000083d,0,0
00000084d,0,0
00000085d,0,0
00000086d,0,0
00000086d,169.013428,22.1475853
00000086d,316.25943,47.71656542
00000087d,0,0
00000087d,293.213531,34.75609325
00000088d,0,0
00000088d,457.964508,53.07581834
00000089d,0,0
0000008Ad,0,0
0000008Bd,0,0
0000008Cd,0,0
0000008Dd,0,0
0000008Ed,0,0
0000008Ed,56.429558,5.997417539
0000008Fd,0,0
00000090d,0,0
00000090d,290.763947,30.77808021
00000091d,0,0
00000091d,353.780914,45.09989105
00000091d,541.258911,76.20528567
00000092d,0,0
00000093d,0,0
00000094d,0,0
00000095d,0,0
00000096d,0,0
00000097d,0,0
00000098d,0,0
00000099d,0,0
0000009Ad,0,0
0000009Bd,0,0
0000009Cd,0,0
0000009Cd,183.067169,22.70118291
0000009Dd,0,0
0000009Ed,0,0
0000009Fd,0,0
0000009Fd,127.876083,11.71288013
0000009Fd,739.711792,106.2415576
000000A0d,0,0
000000A1d,0,0
000000A2d,0,0
000000A3d,0,0
000000A3d,380.819122,52.84140726
000000A4d,0,0
000000A5d,0,0
000000A6d,0,0
000000A7d,0,0
000000A7d,313.050903,40.71557303
000000A8d,0,0
000000A9d,0,0
000000AAd,0,0
000000ABd,0,0
000000ABd,427.449066,51.49601598
000000ACd,0,0
000000ACd,228.548203,28.95012833
000000ADd,0,0
000000ADd,339.806,38.86770793
000000AEd,0,0
000000AFd,0,0
000000B0d,0,0
000000B1d,0,0
000000B2d,0,0
000000B3d,0,0
000000B4d,0,0
000000B5d,0,0
000000B6d,0,0
000000B7d,0,0
000000B8d,0,0
000000B9d,0,0
000000BAd,0,0
000000BBd,0,0
000000BBd,407.750946,45.7689563
000000BBd,661.368652,81.14529133
000000BCd,0,0
