,index,mu_driver_birth,s_driver_birth
813,00000196a,1e-05,0.05
814,00000196aa,1e-05,0.05
815,00000197a,1e-05,0.05
816,00000197aa,1e-05,0.05
817,00000198a,1e-05,0.05
818,00000198aa,1e-05,0.05
819,00000199a,1e-05,0.05
820,00000199aa,1e-05,0.05
821,0000019Aa,1e-05,0.05
822,0000019Aaa,1e-05,0.05
823,0000019Ba,1e-05,0.05
824,0000019Baa,1e-05,0.05
825,0000019Ca,1e-05,0.05
826,0000019Caa,1e-05,0.05
827,0000019Da,1e-05,0.05
828,0000019Daa,1e-05,0.05
829,0000019Ea,1e-05,0.05
830,0000019Eaa,1e-05,0.05
831,0000019Fa,1e-05,0.05
832,0000019Faa,1e-05,0.05
833,000001A0a,1e-05,0.05
834,000001A0aa,1e-05,0.05
835,000001A1a,1e-05,0.05
836,000001A1aa,1e-05,0.05
837,000001A2a,1e-05,0.05
838,000001A2aa,1e-05,0.05
839,000001A3a,1e-05,0.05
840,000001A3aa,1e-05,0.05
841,000001A4a,1e-05,0.05
842,000001A4aa,1e-05,0.05
843,000001A5a,1e-05,0.05
844,000001A5aa,1e-05,0.05
845,000001A6a,1e-05,0.05
846,000001A6aa,1e-05,0.05
847,000001A7a,1e-05,0.05
848,000001A7aa,1e-05,0.05
849,000001A8a,1e-05,0.05
850,000001A8aa,1e-05,0.05
851,000001A9a,1e-05,0.05
852,000001A9aa,1e-05,0.05
853,000001AAa,1e-05,0.05
854,000001AAaa,1e-05,0.05
855,000001ABa,1e-05,0.05
856,000001ABaa,1e-05,0.05
857,000001ACa,1e-05,0.05
858,000001ACaa,1e-05,0.05
859,000001ADa,1e-05,0.05
860,000001ADaa,1e-05,0.05
861,000001AEa,1e-05,0.05
862,000001AEaa,1e-05,0.05
863,000001AFa,1e-05,0.05
864,000001AFaa,1e-05,0.05
865,000001B0a,1e-05,0.05
866,000001B0aa,1e-05,0.05
867,000001B1a,1e-05,0.05
868,000001B1aa,1e-05,0.05
869,000001B2a,1e-05,0.05
870,000001B2aa,1e-05,0.05
871,000001B3a,1e-05,0.05
872,000001B3aa,1e-05,0.05
873,000001B4a,1e-05,0.05
874,000001B4aa,1e-05,0.05
875,000001B5a,1e-05,0.05
876,000001B5aa,1e-05,0.05
877,000001B6a,1e-05,0.05
878,000001B6aa,1e-05,0.05
879,000001B7a,1e-05,0.05
880,000001B7aa,1e-05,0.05
881,000001B8a,1e-05,0.05
882,000001B8aa,1e-05,0.05
883,000001B9a,1e-05,0.05
884,000001B9aa,1e-05,0.05
885,000001BAa,1e-05,0.05
886,000001BAaa,1e-05,0.05
887,000001BBa,1e-05,0.05
888,000001BBaa,1e-05,0.05
889,000001BCa,1e-05,0.05
890,000001BCaa,1e-05,0.05
891,000001BDa,1e-05,0.05
892,000001BDaa,1e-05,0.05
893,000001BEa,1e-05,0.05
894,000001BEaa,1e-05,0.05
895,000001BFa,1e-05,0.05
896,000001BFaa,1e-05,0.05
897,000001C0a,1e-05,0.05
898,000001C0aa,1e-05,0.05
899,000001C1a,1e-05,0.05
900,000001C1aa,1e-05,0.05
901,000001C2a,1e-05,0.05
902,000001C2aa,1e-05,0.05
903,000001C3a,1e-05,0.05
904,000001C3aa,1e-05,0.05
905,000001C4a,1e-05,0.05
906,000001C4aa,1e-05,0.05
907,000001C5a,1e-05,0.05
908,000001C5aa,1e-05,0.05
909,000001C6a,1e-05,0.05
910,000001C6aa,1e-05,0.05
911,000001C7a,1e-05,0.05
912,000001C7aa,1e-05,0.05
913,000001C8a,1e-05,0.05
914,000001C8aa,1e-05,0.05
915,000001C9a,1e-05,0.05
916,000001C9aa,1e-05,0.05
917,000001CAa,1e-05,0.05
918,000001CAaa,1e-05,0.05
919,000001CBa,1e-05,0.05
920,000001CBaa,1e-05,0.05
921,000001CCa,1e-05,0.05
922,000001CCaa,1e-05,0.05
923,000001CDa,1e-05,0.05
924,000001CDaa,1e-05,0.05
925,000001CEa,1e-05,0.05
926,000001CEaa,1e-05,0.05
927,000001CFa,1e-05,0.05
928,000001CFaa,1e-05,0.05
929,000001D0a,1e-05,0.05
930,000001D0aa,1e-05,0.05
931,000001D1a,1e-05,0.05
932,000001D1aa,1e-05,0.05
933,000001D2a,1e-05,0.05
934,000001D2aa,1e-05,0.05
935,000001D3a,1e-05,0.05
936,000001D3aa,1e-05,0.05
937,000001D4a,1e-05,0.05
938,000001D4aa,1e-05,0.05
939,000001D5a,1e-05,0.05
940,000001D5aa,1e-05,0.05
941,000001D6a,1e-05,0.05
942,000001D6aa,1e-05,0.05
943,000001D7a,1e-05,0.05
944,000001D7aa,1e-05,0.05
945,000001D8a,1e-05,0.05
946,000001D8aa,1e-05,0.05
947,000001D9a,1e-05,0.05
948,000001D9aa,1e-05,0.05
949,000001DAa,1e-05,0.05
950,000001DAaa,1e-05,0.05
951,000001DBa,1e-05,0.05
952,000001DBaa,1e-05,0.05
953,000001DCa,1e-05,0.05
954,000001DCaa,1e-05,0.05
955,000001DDa,1e-05,0.05
956,000001DDaa,1e-05,0.05
957,000001DEa,1e-05,0.05
958,000001DEaa,1e-05,0.05
959,000001DFa,1e-05,0.05
960,000001DFaa,1e-05,0.05
961,000001E0a,1e-05,0.05
962,000001E0aa,1e-05,0.05
963,000001E1a,1e-05,0.05
964,000001E1aa,1e-05,0.05
965,000001E2a,1e-05,0.05
966,000001E2aa,1e-05,0.05
967,000001E3a,1e-05,0.05
968,000001E3aa,1e-05,0.05
969,000001E4a,1e-05,0.05
970,000001E4aa,1e-05,0.05
971,000001E5a,1e-05,0.05
972,000001E5aa,1e-05,0.05
973,000001E6a,1e-05,0.05
974,000001E6aa,1e-05,0.05
975,000001E7a,1e-05,0.05
976,000001E7aa,1e-05,0.05
977,000001E8a,1e-05,0.05
978,000001E8aa,1e-05,0.05
979,000001E9a,1e-05,0.05
980,000001E9aa,1e-05,0.05
981,000001EAa,1e-05,0.05
982,000001EAaa,1e-05,0.05
983,000001EBa,1e-05,0.05
984,000001EBaa,1e-05,0.05
985,000001ECa,1e-05,0.05
986,000001ECaa,1e-05,0.05
987,000001EDa,1e-05,0.05
988,000001EDaa,1e-05,0.05
989,000001EEa,1e-05,0.05
990,000001EEaa,1e-05,0.05
991,000001EFa,1e-05,0.05
992,000001EFaa,1e-05,0.05
993,000001F0a,1e-05,0.05
994,000001F0aa,1e-05,0.05
995,000001F1a,1e-05,0.05
996,000001F1aa,1e-05,0.05
997,000001F2a,1e-05,0.05
998,000001F2aa,1e-05,0.05
999,000001F3a,1e-05,0.05
1000,000001F3aa,1e-05,0.05
